name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
FAITHSVILLE,NA,FAITHSVILLE,IN,MONTGOMERY,NA,NA,Montgomery,1837,1837,TRUE,9,82005,TRUE,0,TRUE,FAITHVILLE,MONTGOMERY,IN,449705,Populated Place,Faithville,Montgomery,39.87338,-86.90279,261,0.9090909,39.87338,-86.90279,1821-1870,1821-1870
MADDOCK,NA,MADDOCK,ND,BENSON,NA,NA,Benson,1898,NA,TRUE,0,147190,TRUE,NA,TRUE,MADDOCK,BENSON,ND,2742491,Post Office,Maddock Post Office,Benson,47.96149,-99.5304,482,1,47.96149,-99.5304,1871-1920,for business
HEMLOCK CITY,NA,HEMLOCK CITY,MI,SAGINAW,NA,NA,Saginaw,1869,1895,TRUE,4,88419,TRUE,26,TRUE,HEMLOCK CITY,SAGINAW,MI,2558799,Post Office,Hemlock City Post Office,Saginaw,43.41327,-84.22929,197,1,43.41327,-84.22929,1821-1870,1871-1920
LAKES,NA,LAKES,WI,PRICE,NA,NA,Price,1901,1910,FALSE,4,93562,TRUE,9,TRUE,LAKE,PRICE,WI,1583509,Civil,Town of Lake,Price,45.92164,-90.56863,457,0.8,45.92164,-90.56863,1871-1920,1871-1920
EMERALD,NA,EMERALD,MS,PIKE,NA,NA,Pike,1903,1911,TRUE,4,18362,TRUE,8,TRUE,EMERALD,PIKE,MS,691841,Populated Place,Emerald,Pike,31.0771226,-90.3637053,103,1,31.0771226,-90.3637053,1871-1920,1871-1920
CAMP NAMANU,NA,CAMP NAMANU,OR,CLACKAMAS,NA,NA,Clackamas,1939,1953,TRUE,2,129582,TRUE,14,TRUE,CAMP NAMANU,CLACKAMAS,OR,1167687,Post Office,Camp Namanu Post Office (historical),Clackamas,45.4479,-122.2431,97,1,45.4479,-122.2431,1921-2000,1921-2000
PIMA VILLAGE,NA,PIMA VILLAGE,AZ,PINAL,NA,NA,Pinal,1866,1870,TRUE,9,153695,TRUE,4,TRUE,PIMA VILLAGES,PINAL,AZ,2499,Populated Place,Pima Villages,Pinal,33.12033,-111.8882,363,0.9166667,33.12033,-111.8882,1821-1870,1821-1870
BOISFORT,NA,BOISFORT,WA,LEWIS,NA,NA,Lewis,1857,1907,TRUE,6,127829,TRUE,50,TRUE,BOISFORT,LEWIS,WA,1510831,Populated Place,Boisfort,Lewis,46.5351,-123.1337,87,1,46.5351,-123.1337,1821-1870,1871-1920
LITTLE BEAR,NA,LITTLE BEAR,WY,LARAMIE,NA,NA,Laramie,1877,1955,TRUE,1,146182,TRUE,78,TRUE,LITTLE BEAR,LARAMIE,WY,1590738,Cemetery,Little Bear Cemetery,Laramie,41.56788,-104.941,1831,1,41.56788,-104.941,1871-1920,1921-2000
WURTLAND,NA,WURTLAND,KY,GREENUP,NA,NA,Greenup,1876,1959,TRUE,1,123295,TRUE,83,TRUE,WURTLAND,GREENUP,KY,2793901,Post Office,Wurtland Post Office,Greenup,38.55034,-82.77967,168,1,38.55034,-82.77967,1871-1920,1921-2000
POPLAR RUN,NA,POPLAR RUN,PA,BLAIR,NA,NA,Blair,1868,1909,TRUE,3,46255,TRUE,41,TRUE,POPLAR RUN,BLAIR,PA,1184510,Populated Place,Poplar Run,Blair,40.3770179,-78.4897372,374,1,40.3770179,-78.4897372,1821-1870,1871-1920
BAYFIELD,NA,BAYFIELD,MO,DEKALB,NA,NA,Dekalb,1886,1917,TRUE,4,3449,TRUE,31,TRUE,BAYFIELD,DEKALB,MO,729425,Populated Place,Bayfield (historical),DeKalb,39.7819406,-94.5960684,270,1,39.7819406,-94.5960684,1871-1920,1871-1920
CHENANGO,NA,CHENANGO,TX,BRAZORIA,NA,NA,Brazoria,1869,1938,TRUE,2,130809,TRUE,69,TRUE,CHENANGO,BRAZORIA,TX,1379536,Populated Place,Chenango,Brazoria,29.25413,-95.45883,12,1,29.25413,-95.45883,1821-1870,1921-2000
BELLWOOD,BELLEWOOD,BELL(E)WOOD (2),IL,COOK,NA,NA,Cook,1904,NA,TRUE,1,68069,TRUE,NA,TRUE,BELLWOOD,COOK,IL,2788542,Post Office,Bellwood Post Office,Cook,41.8871952,-87.8681052,196,1,41.8871952,-87.8681052,1871-1920,for business
CURRENTVIEW,NA,CURRENTVIEW,AR,CLAY,NA,NA,Clay,1899,1905,TRUE,6,13866,TRUE,6,TRUE,CURRENTVIEW,CLAY,AR,76731,Populated Place,Currentview,Clay,36.498394,-90.7792864,101,1,36.498394,-90.7792864,1871-1920,1871-1920
PIKE,NA,PIKE,AR,PIKE,NA,NA,Pike,1896,1955,TRUE,1,45058,TRUE,59,TRUE,PIKE,PIKE,AR,53370,Populated Place,Pike,Pike,34.1123272,-93.5751832,201,1,34.1123272,-93.5751832,1871-1920,1921-2000
OUTLAND,NA,OUTLAND,SC,WILLIAMSBURG,NA,NA,Williamsburg,1900,1919,TRUE,4,43257,TRUE,19,TRUE,OUTLAND,WILLIAMSBURG,SC,1227954,Populated Place,Outland,Williamsburg,33.7268338,-79.3725534,18,1,33.7268338,-79.3725534,1871-1920,1871-1920
SUNNYSIDE,NA,SUNNYSIDE,NE,HOLT,NA,NA,Holt,1879,1883,TRUE,7,160734,TRUE,4,TRUE,SUNNYSIDE,HOLT,NE,833936,School,Sunnyside School,Holt,42.73972,-98.96787,602,1,42.73972,-98.96787,1871-1920,1871-1920
RUTHERFORD,NA,RUTHERFORD,NJ,BERGEN,NA,NA,Bergen,1876,NA,TRUE,0,50231,TRUE,NA,TRUE,RUTHERFORD,BERGEN,NJ,2054401,Post Office,Rutherford Post Office,Bergen,40.8262667,-74.1077945,27,1,40.8262667,-74.1077945,1871-1920,for business
BALLSTON SPRINGS,NA,BALLSTON SPRINGS,NY,SARATOGA,NA,NA,Saratoga,1797,1828,TRUE,6,2781,TRUE,31,TRUE,BALLSTON SPRINGS,SARATOGA,NY,969840,Populated Place,Ballston Springs,Saratoga,43.0009087,-73.8490111,94,1,43.0009087,-73.8490111,1770-1820,1821-1870
LE ROY,NA,LE ROY,KS,COFFEY,NA,NA,Coffey,1856,NA,TRUE,0,145457,TRUE,NA,TRUE,LE ROY,COFFEY,KS,2693815,Post Office,Le Roy Post Office,Coffey,38.08238,-95.63294,307,1,38.08238,-95.63294,1821-1870,for business
ROCKY HILL,NA,ROCKY HILL,NJ,SOMERSET,NA,NA,Somerset,1828,NA,FALSE,0,49349,TRUE,NA,TRUE,ROCKY HILL,SOMERSET,NJ,2781486,Post Office,Rocky Hill Post Office,Somerset,40.4002642,-74.6351149,26,1,40.4002642,-74.6351149,1821-1870,for business
IVANHOE,NA,IVANHOE,IL,LAKE,NA,NA,Lake,1876,1904,TRUE,4,91053,TRUE,28,TRUE,IVANHOE,LAKE,IL,410977,Populated Place,Ivanhoe,Lake,42.27891,-88.04202,258,1,42.27891,-88.04202,1871-1920,1871-1920
BOLTONS DEPOT,NA,BOLTONS DEPOT,MS,HINDS,NA,NA,Hinds,1841,1886,FALSE,5,5872,TRUE,45,TRUE,BOLTONS DEPOT,HINDS,MS,667414,Populated Place,Boltons Depot,Hinds,32.3493122,-90.4600958,66,1,32.3493122,-90.4600958,1821-1870,1871-1920
DELAWARE,NA,DELAWARE,MO,SHANNON,NA,NA,Shannon,1871,1941,FALSE,2,14805,TRUE,70,TRUE,DELAWARE,SHANNON,MO,749616,Populated Place,Delaware,Shannon,37.1033834,-91.4081918,222,1,37.1033834,-91.4081918,1871-1920,1921-2000
BINGHAMVILLE,NA,BINGHAMVILLE,VT,FRANKLIN,NA,NA,Franklin,1891,1904,TRUE,6,4962,TRUE,13,TRUE,BINGHAMVILLE,FRANKLIN,VT,1456427,Populated Place,Binghamville,Franklin,44.6750496,-72.9234678,175,1,44.6750496,-72.9234678,1871-1920,1871-1920
JUSTINE,NA,JUSTINE,TX,DENTON,NA,NA,Denton,1887,1887,TRUE,8,143587,TRUE,0,TRUE,JUSTIN,DENTON,TX,2732008,Post Office,Justin Post Office,Denton,33.0888,-97.2965,197,0.8571429,33.0888,-97.2965,1871-1920,1871-1920
WEST MONROE,NA,WEST MONROE,LA,OUACHITA,NA,NA,Ouachita,1885,NA,FALSE,0,61642,TRUE,NA,TRUE,WEST MONROE,OUACHITA,LA,1630714,Post Office,West Monroe Post Office,Ouachita,32.4986591,-92.1261687,23,1,32.4986591,-92.1261687,1871-1920,for business
NOBBY,NA,NOBBY,MO,BENTON,NA,NA,Benton,1907,1913,TRUE,4,40801,TRUE,6,TRUE,NOBBY,BENTON,MO,740993,Populated Place,Nobby,Benton,38.1525292,-93.0954742,286,1,38.1525292,-93.0954742,1871-1920,1871-1920
OLCOTT,NA,OLCOTT,WV,KANAWHA,NA,NA,Kanawha,1905,1957,TRUE,1,103792,TRUE,52,TRUE,OLCOTT,KANAWHA,WV,1544344,Populated Place,Olcott,Kanawha,38.23454,-81.72429,213,1,38.23454,-81.72429,1871-1920,1921-2000
BASIN,NA,BASIN,WV,WYOMING,NA,NA,Wyoming,1898,1961,TRUE,1,67360,TRUE,63,TRUE,BASIN,WYOMING,WV,1741528,Post Office,Basin Post Office,Wyoming,37.5312263,-81.2942676,719,1,37.5312263,-81.2942676,1871-1920,1921-2000
DURGAN,NA,DURGAN,WV,HARDY,NA,NA,Hardy,1895,1898,TRUE,5,79584,TRUE,3,TRUE,DURGON,HARDY,WV,1554340,Populated Place,Durgon,Hardy,38.99317,-79.04559,271,0.8333333,38.99317,-79.04559,1871-1920,1871-1920
WINONA,NA,WINONA,MN,WINONA,NA,NA,Winona,1852,NA,TRUE,0,122679,TRUE,NA,TRUE,WINONA,WINONA,MN,2052084,Post Office,Winona Post Office,Winona,44.05033,-91.63852,203,1,44.05033,-91.63852,1821-1870,for business
BROCKWAY,NA,BROCKWAY,MT,MCCONE,NA,NA,McCone,1913,NA,TRUE,0,128534,TRUE,NA,TRUE,BROCKWAY,MCCONE,MT,1716200,Post Office,Brockway Post Office,McCone,47.30006,-105.7641,786,1,47.30006,-105.7641,1871-1920,for business
SCROGGINS,NA,SCROGGINS,TX,FRANKLIN,NA,NA,Franklin,1891,NA,TRUE,0,158104,TRUE,NA,TRUE,SCROGGINS,FRANKLIN,TX,2732125,Post Office,Scroggins Post Office,Franklin,32.97298,-95.18389,113,1,32.97298,-95.18389,1871-1920,for business
ELM MILLS,NA,ELM MILLS,KS,BARBER,NA,NA,Barber,1878,1893,TRUE,6,135760,TRUE,15,TRUE,ELM MILLS,BARBER,KS,484516,Populated Place,Elm Mills,Barber,37.43391,-98.68703,528,1,37.43391,-98.68703,1871-1920,1871-1920
VALLEY FORGE,NA,VALLEY FORGE,PA,CHESTER,NA,NA,Chester,1820,NA,FALSE,0,59105,TRUE,NA,TRUE,VALLEY FORGE,CHESTER,PA,2350306,Post Office,Valley Forge Post Office,Chester,40.0995403,-75.4713497,53,1,40.0995403,-75.4713497,1770-1820,for business
BOUNDS,NA,BOUNDS,MS,CALHOUN,NA,NA,Calhoun,1895,1910,TRUE,4,6166,TRUE,15,TRUE,BOUNDS,CALHOUN,MS,691720,Populated Place,Bounds,Calhoun,33.8992808,-89.457022,139,1,33.8992808,-89.457022,1871-1920,1871-1920
FORT BELKNAP,NA,FORT BELKNAP,TX,YOUNG,NA,NA,Young,1856,1866,TRUE,8,137452,TRUE,10,TRUE,FORT BELKNAP,YOUNG,TX,2034575,Populated Place,Fort Belknap,Young,33.15083,-98.74139,356,1,33.15083,-98.74139,1821-1870,1821-1870
PRIMM,NA,PRIMM,TX,FAYETTE,NA,NA,Fayette,1902,1927,TRUE,3,154738,TRUE,25,TRUE,PRIMM,FAYETTE,TX,1360703,Populated Place,Primm,Fayette,29.96717,-97.09776,95,1,29.96717,-97.09776,1871-1920,1921-2000
LANESBORO,NA,LANESBORO,MA,BERKSHIRE,NA,NA,Berkshire,1801,NA,FALSE,0,31572,TRUE,NA,TRUE,LANESBORO,BERKSHIRE,MA,1978800,Post Office,Lanesboro Post Office,Berkshire,42.5006628,-73.2369219,340,1,42.5006628,-73.2369219,1770-1820,for business
REESVILLE,NA,REESVILLE,PA,CHESTER,NA,NA,Chester,1861,1877,TRUE,5,48065,TRUE,16,TRUE,REECEVILLE,CHESTER,PA,1184817,Populated Place,Reeceville,Chester,40.0278824,-75.7954987,169,0.777777778,40.0278824,-75.7954987,1821-1870,1871-1920
SHELTON,NA,SHELTON,SC,FAIRFIELD,NA,NA,Fairfield,1856,1972,FALSE,1,52330,TRUE,116,TRUE,SHELTON,FAIRFIELD,SC,1250855,Populated Place,Shelton,Fairfield,34.4973636,-81.4200992,101,1,34.4973636,-81.4200992,1821-1870,1921-2000
GILBERTS MILLS,NA,GILBERTS MILLS,OH,PAULDING,NA,NA,Paulding,1871,1889,TRUE,5,84888,TRUE,18,TRUE,GILBERTS MILLS,PAULDING,OH,1961012,Post Office,Gilberts Mills Post Office,Paulding,41.01906,-84.47682,221,1,41.01906,-84.47682,1871-1920,1871-1920
NORTH ACTON,NA,NORTH ACTON,MA,MIDDLESEX,NA,NA,Middlesex,1886,1935,TRUE,3,40966,TRUE,49,TRUE,NORTH ACTON,MIDDLESEX,MA,611265,Populated Place,North Acton,Middlesex,42.5125928,-71.4120063,57,1,42.5125928,-71.4120063,1871-1920,1921-2000
RUBY,NA,RUBY,MS,COPIAH,NA,NA,Copiah,1892,1908,TRUE,2,49996,TRUE,16,TRUE,RUBY,COPIAH,MS,686732,Populated Place,Ruby,Copiah,31.9459902,-90.2481434,84,1,31.9459902,-90.2481434,1871-1920,1871-1920
BATTLE CREEK,NA,BATTLE CREEK,IA,IDA,NA,NA,Ida,1887,NA,TRUE,0,67447,TRUE,NA,TRUE,BATTLE CREEK,IDA,IA,1983095,Post Office,Battle Creek Post Office,Ida,42.3159685,-95.5986983,366,1,42.3159685,-95.5986983,1871-1920,for business
BARTONVILLE,NA,BARTONVILLE,VA,FREDERICK,NA,NA,Frederick,1903,1943,FALSE,2,67335,TRUE,40,TRUE,BARTONVILLE,FREDERICK,VA,1499094,Populated Place,Bartonville,Frederick,39.1114948,-78.2119457,217,1,39.1114948,-78.2119457,1871-1920,1921-2000
DALE,NA,DALE,NE,CUSTER,NA,NA,Custer,1883,1894,TRUE,6,133307,TRUE,11,TRUE,DALE,CUSTER,NE,1847858,Post Office,Dale Post Office (historical),Custer,41.52473,-99.82623,805,1,41.52473,-99.82623,1871-1920,1871-1920
GAYLER,NA,GAYLER,AR,STONE,NA,NA,Stone,1920,1941,FALSE,2,22060,TRUE,21,TRUE,GAYLER,STONE,AR,71741,Populated Place,Gayler,Stone,35.9272958,-92.1701535,184,1,35.9272958,-92.1701535,1871-1920,1921-2000
RYLAND,NA,RYLAND,AL,MADISON,NA,NA,Madison,1895,NA,TRUE,0,50293,TRUE,NA,TRUE,RYLAND,MADISON,AL,2789003,Post Office,Ryland Post Office,Madison,34.7697976,-86.4798828,214,1,34.7697976,-86.4798828,1871-1920,for business
NEW DUNGNESS,NA,NEW DUNGNESS,WA,CLALLAM,NA,NA,Clallam,1858,1892,FALSE,5,150695,TRUE,34,TRUE,NEW DUNGENESS,CLALLAM,WA,1512162,Populated Place,New Dungeness,Clallam,48.14676,-123.1232,3,0.9166667,48.14676,-123.1232,1821-1870,1871-1920
FILLMORE,NA,FILLMORE,NV,CHURCHILL,NA,NA,Churchill,1884,1886,TRUE,8,136968,TRUE,2,TRUE,FILLMORE,CHURCHILL,NV,864946,Post Office,Fillmore Post Office (historical),Churchill,39.81185,-118.996,1286,1,39.81185,-118.996,1871-1920,1871-1920
RED FEATHER LAKES,NA,RED FEATHER LAKES,CO,LARIMER,NA,NA,Larimer,1924,NA,FALSE,0,155473,TRUE,NA,TRUE,RED FEATHER LAKES,LARIMER,CO,1926475,Post Office,Red Feather Lakes Post Office (historical),Larimer,40.80248,-105.5917,2544,1,40.80248,-105.5917,1921-2000,for business
HARRIS COURT HOUSE,HARRIS,HARRIS COURT HOUSE,GA,HARRIS,NA,NA,Harris,1828,1828,FALSE,9,25266,TRUE,0,TRUE,HARRIS,HARRIS,GA,356471,Populated Place,Harris,Harris,32.8648522,-84.8540982,280,1,32.8648522,-84.8540982,1821-1870,1821-1870
SILOAM,NA,SILOAM,GA,GREENE,NA,NA,Greene,1871,NA,TRUE,0,52801,TRUE,NA,TRUE,SILOAM,GREENE,GA,2792451,Post Office,Siloam Post Office,Greene,33.5367296,-83.0812952,216,1,33.5367296,-83.0812952,1871-1920,for business
RUFFWOOD,NA,RUFFWOOD,AR,WOODRUFF,NA,NA,Woodruff,1917,1920,TRUE,5,50038,TRUE,3,TRUE,RUFFWOOD,WOODRUFF,AR,78884,Locale,Ruffwood,Woodruff,35.2736969,-91.3942958,61,1,35.2736969,-91.3942958,1871-1920,1871-1920
SAINT GEORGE,NA,SAINT GEORGE,MN,NICOLLET,NA,NA,Nicollet,1894,1904,TRUE,5,111418,TRUE,10,TRUE,SAINT GEORGE,NICOLLET,MN,2063783,Post Office,Saint George Post Office (historical),Nicollet,44.38944,-94.53222,301,1,44.38944,-94.53222,1871-1920,1871-1920
WEST TERRE HAUTE,NA,WEST TERRE HAUTE,IN,VIGO,NA,NA,Vigo,1899,NA,TRUE,0,121403,TRUE,NA,TRUE,WEST TERRE HAUTE,VIGO,IN,2794556,Post Office,West Terre Haute Post Office,Vigo,39.46527,-87.44638,145,1,39.46527,-87.44638,1871-1920,for business
GRAVELPOINT,NA,GRAVELPOINT,MO,TEXAS,NA,NA,Texas,1871,1905,TRUE,5,23564,TRUE,34,TRUE,GRAVEL POINT,TEXAS,MO,735335,Populated Place,Gravel Point (historical),Texas,37.2247727,-92.167937,384,0.909090909,37.2247727,-92.167937,1871-1920,1871-1920
SPRAGUE,NA,SPRAGUE,NV,DOUGLAS,NA,NA,Douglas,1881,1881,TRUE,9,159708,TRUE,0,TRUE,SPRAGUE,DOUGLAS,NV,864896,Post Office,Sprague Post Office (historical),Douglas,38.79157,-119.5982,1814,1,38.79157,-119.5982,1871-1920,1871-1920
GREENWOOD,NA,GREENWOOD,WI,CLARK,NA,NA,Clark,1872,NA,TRUE,0,86407,TRUE,NA,TRUE,GREENWOOD,CLARK,WI,2792951,Post Office,Greenwood Post Office,Clark,44.76719,-90.59705,363,1,44.76719,-90.59705,1871-1920,for business
LEPANTO,NA,LEPANTO,AR,POINSETT,NA,NA,Poinsett,1892,NA,TRUE,0,32425,TRUE,NA,TRUE,LEPANTO,POINSETT,AR,2802996,Post Office,Lepanto Post Office,Poinsett,35.6124398,-90.3315049,68,1,35.6124398,-90.3315049,1871-1920,for business
NETTLERIDGE,NA,NETTLERIDGE,VA,PATRICK,NA,NA,Patrick,1856,1936,TRUE,2,101757,TRUE,80,TRUE,NETTLERIDGE,PATRICK,VA,1477574,Populated Place,Nettleridge,Patrick,36.58597,-80.13949,337,1,36.58597,-80.13949,1821-1870,1921-2000
CENTRE POST,NA,CENTRE POST,GA,WALKER,NA,NA,Walker,1884,1904,TRUE,5,9865,TRUE,20,TRUE,CENTRE POST,WALKER,GA,355086,Populated Place,Centre Post,Walker,34.6081383,-85.353013,218,1,34.6081383,-85.353013,1871-1920,1871-1920
ORTIZ,NA,ORTIZ,CO,CONEJOS,NA,NA,Conejos,1890,1943,FALSE,2,152237,TRUE,53,TRUE,ORTIZ,CONEJOS,CO,203508,Populated Place,Ortiz,Conejos,37.00418,-106.0442,2434,1,37.00418,-106.0442,1871-1920,1921-2000
PLUM CREEK,NA,PLUM CREEK,MN,SCOTT,NA,NA,Scott,1873,1887,FALSE,7,106935,TRUE,14,TRUE,PLUM CREEK,SCOTT,MN,2093239,Post Office,Plum Creek Post Office (historical),Scott,44.55972,-93.40833,331,1,44.55972,-93.40833,1871-1920,1871-1920
ROLLA,NA,ROLLA,AR,HOT SPRING,NA,NA,Hot Spring,1928,1973,TRUE,1,49474,TRUE,45,TRUE,ROLLA,HOT SPRING,AR,54173,Populated Place,Rolla,Hot Spring,34.2081514,-92.7307199,144,1,34.2081514,-92.7307199,1921-2000,1921-2000
GARNER,NA,GARNER,TX,PARKER,NA,NA,Parker,1890,1966,TRUE,1,138348,TRUE,76,TRUE,GARNER,PARKER,TX,1378343,Populated Place,Garner,Parker,32.83318,-97.98532,288,1,32.83318,-97.98532,1871-1920,1921-2000
FAIRVIEW,NA,FAIRVIEW,LA,CONCORDIA,NA,NA,Concordia,1845,1940,FALSE,2,19405,TRUE,95,TRUE,FAIRVIEW,CONCORDIA,LA,541091,Populated Place,Fairview,Concordia,31.3251713,-91.5323407,16,1,31.3251713,-91.5323407,1821-1870,1921-2000
DAHOMEY,NA,DAHOMEY,MS,BOLIVAR,NA,NA,Bolivar,1888,1937,TRUE,2,14057,TRUE,49,TRUE,DAHOMY,BOLIVAR,MS,711172,Populated Place,Dahomy,Bolivar,33.6745567,-90.9851056,43,0.857142857,33.6745567,-90.9851056,1871-1920,1921-2000
HORSE HEAD,NA,HORSE HEAD,MD,PRINCE GEORGE'S,NA,NA,Prince Georges,1819,1893,TRUE,3,89793,TRUE,74,TRUE,HORSEHEAD,PRINCE GEORGE'S,MD,597584,Populated Place,Horsehead,Prince George's,38.64984,-76.77136,64,0.9,38.64984,-76.77136,1770-1820,1871-1920
FALLON,NA,FALLON,ND,MORTON,NA,NA,Morton,1900,1914,TRUE,5,136643,TRUE,14,TRUE,FALLON,MORTON,ND,1028943,Populated Place,Fallon,Morton,46.51222,-101.091,646,1,46.51222,-101.091,1871-1920,1871-1920
BIRCH RUN,NA,BIRCH RUN (2),MI,SAGINAW,NA,NA,Saginaw,1863,1865,TRUE,3,69002,TRUE,2,TRUE,BIRCH RUN,SAGINAW,MI,2558979,Post Office,Birch Run Post Office,Saginaw,43.2494307,-83.7905533,193,1,43.2494307,-83.7905533,1821-1870,1821-1870
WILLIAMSON,NA,WILLIAMSON,IA,ADAMS,NA,NA,Adams,1894,1907,TRUE,5,122296,TRUE,13,TRUE,WILLIAMSON,ADAMS,IA,1968910,Post Office,Williamson Post Office (historical),Adams,41.1436,-94.56608,400,1,41.1436,-94.56608,1871-1920,1871-1920
RUNNYMEDE,NA,RUNNYMEDE,VA,SURRY,NA,NA,Surry,1902,1921,TRUE,3,111041,TRUE,19,TRUE,RUNNYMEDE,SURRY,VA,1500003,Populated Place,Runnymede,Surry,37.03459,-76.85135,25,1,37.03459,-76.85135,1871-1920,1921-2000
SPAULDING,NA,SPAULDING,NE,GREELEY,NA,NA,Greeley,1881,1894,TRUE,6,159599,TRUE,13,TRUE,SPAULDING,GREELEY,NE,1849850,Post Office,Spaulding Post Office,Greeley,41.68896,-98.36156,582,1,41.68896,-98.36156,1871-1920,1871-1920
SCOTLANDVILLE,NA,SCOTLANDVILLE,LA,EAST BATON ROUGE,NA,NA,East Baton Rouge,1918,1946,TRUE,1,51497,TRUE,28,TRUE,SCOTLANDVILLE,EAST BATON ROUGE,LA,1632172,Post Office,Scotlandville Post Office,East Baton Rouge,30.5210223,-91.1787186,19,1,30.5210223,-91.1787186,1871-1920,1921-2000
LAGRANGE,NA,LAGRANGE,WI,WALWORTH,NA,NA,Walworth,1843,1902,TRUE,4,93395,TRUE,59,TRUE,LA GRANGE,WALWORTH,WI,1567678,Populated Place,La Grange,Walworth,42.79973,-88.60232,286,0.875,42.79973,-88.60232,1821-1870,1871-1920
BISHOP,NA,BISHOP,TX,ERATH,NA,NA,Erath,1890,1892,TRUE,6,127367,TRUE,2,TRUE,BISHOP,ERATH,TX,1330717,Cemetery,Bishop Cemetery,Erath,32.48791,-98.09671,312,1,32.48791,-98.09671,1871-1920,1871-1920
AMBER,NA,AMBER,WA,SPOKANE,NA,NA,Spokane,1909,1975,TRUE,1,124742,TRUE,66,TRUE,AMBER,SPOKANE,WA,1511963,Populated Place,Amber,Spokane,47.35183,-117.7116,686,1,47.35183,-117.7116,1871-1920,1921-2000
REXFORD,NA,REXFORD,MS,SIMPSON,NA,NA,Simpson,1900,1909,TRUE,4,48321,TRUE,9,TRUE,REXFORD,SIMPSON,MS,692174,Populated Place,Rexford,Simpson,32.0426536,-90.0748061,127,1,32.0426536,-90.0748061,1871-1920,1871-1920
THUNDER,NA,THUNDER,GA,UPSON,NA,NA,Upson,1895,1933,TRUE,2,57343,TRUE,38,TRUE,THUNDER,UPSON,GA,346756,School,Thunder School (historical),Upson,32.9737402,-84.4902007,241,1,32.9737402,-84.4902007,1871-1920,1921-2000
MORNING SUN,NA,MORNING SUN,OH,PREBLE,NA,NA,Preble,1836,1948,TRUE,1,100344,TRUE,112,TRUE,MORNING SUN,PREBLE,OH,2055824,Post Office,Morning Sun Post Office (historical),Preble,39.59589,-84.73745,302,1,39.59589,-84.73745,1821-1870,1921-2000
SPRING HOPE,NA,SPRING HOPE,NC,NASH,NA,NA,Nash,1854,NA,TRUE,0,114861,TRUE,NA,TRUE,SPRING HOPE,NASH,NC,2774053,Post Office,Spring Hope Post Office,Nash,35.94407,-78.11009,80,1,35.94407,-78.11009,1821-1870,for business
HIGH LAKE,NA,HIGH LAKE (2),IA,EMMET,NA,NA,Emmet,1882,1900,TRUE,5,88838,TRUE,18,TRUE,HIGH LAKE,EMMET,IA,1907412,Post Office,High Lake Post Office,Emmet,43.34163,-94.78665,393,1,43.34163,-94.78665,1871-1920,1871-1920
NEVADA CITY,NA,NEVADA CITY,CA,NEVADA,NA,NA,Nevada,1850,NA,TRUE,0,150651,TRUE,NA,TRUE,NEVADA CITY,NEVADA,CA,1682924,Post Office,Nevada City Post Office,Nevada,39.26355,-121.0168,758,1,39.26355,-121.0168,1821-1870,for business
REGANTON,NA,REGANTON,MS,CLAIBORNE,NA,NA,Claiborne,1886,1906,TRUE,6,48094,TRUE,20,TRUE,REGANTON,CLAIBORNE,MS,676595,Populated Place,Reganton,Claiborne,32.1418194,-90.7487131,73,1,32.1418194,-90.7487131,1871-1920,1871-1920
TROTTER,NA,TROTTER,MT,JEFFERSON,NA,NA,Jefferson,1880,1881,TRUE,9,162274,TRUE,1,TRUE,TROTTER,JEFFERSON,MT,1762561,Post Office,Trotter Post Office (historical),Jefferson,46.16659,-111.9925,1437,1,46.16659,-111.9925,1871-1920,1871-1920
STILLWATER,NA,STILLWATER,CA,SHASTA,NA,NA,Shasta,1870,1900,FALSE,6,160231,TRUE,30,TRUE,STILLWATER,SHASTA,CA,263897,Populated Place,Stillwater,Shasta,40.71626,-122.3317,274,1,40.71626,-122.3317,1821-1870,1871-1920
WOMACK,NA,WOMACK,TX,BOSQUE,NA,NA,Bosque,1880,1906,TRUE,5,165511,TRUE,26,TRUE,WOMACK,BOSQUE,TX,1379290,Populated Place,Womack,Bosque,31.8371,-97.49613,255,1,31.8371,-97.49613,1871-1920,1871-1920
LAKE,NA,LAKE,IL,COOK,NA,NA,Cook,1854,1856,TRUE,9,93414,TRUE,2,TRUE,LAKE,COOK,IL,419714,School,Lake High School,Cook,41.80753,-87.64227,182,1,41.80753,-87.64227,1821-1870,1821-1870
KENNEY,NA,KENNEY,AR,PERRY,NA,NA,Perry,1900,1905,TRUE,6,30187,TRUE,5,TRUE,KENNEY,PERRY,AR,65222,Populated Place,Kenney (historical),Perry,34.9775879,-92.614051,85,1,34.9775879,-92.614051,1871-1920,1871-1920
CALVERT'S STORE,CALVERTS STORE,CALVERT'S STORE,MS,KEMPER,NA,NA,Kemper,1856,1881,FALSE,7,8448,TRUE,25,TRUE,CALVERTS STORE,KEMPER,MS,686695,Locale,Calverts Store (historical),Kemper,32.6051377,-88.8761628,130,1,32.6051377,-88.8761628,1821-1870,1871-1920
