name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude
MUD CREEK,NA,MUD CREEK,NY,STEUBEN,NA,NA,Steuben,1824,1850,TRUE,4,39235,TRUE,26,TRUE,MUD CREEK,STEUBEN,NY,964516,Populated Place,Mud Creek,Steuben,42.2886844,-77.2183091,321,1,42.2886844,-77.2183091
EATON,NA,EATON,NE,KEARNEY,NA,NA,Kearney,1874,1879,TRUE,8,135140,TRUE,5,TRUE,EATON,KEARNEY,NE,829009,Cemetery,Eaton Cemetery,Kearney,40.5614,-98.80063,644,1,40.5614,-98.80063
ZENOBIA,NA,ZENOBIA,KY,CLINTON,NA,NA,Clinton,1901,1914,TRUE,3,123723,TRUE,13,TRUE,ZENOBIA,CLINTON,KY,2565161,Post Office,Zenobia Post Office (historical),Clinton,36.80647,-85.02801,245,1,36.80647,-85.02801
SWANPOND,NA,SWANPOND,KY,KNOX,NA,NA,Knox,1921,1933,TRUE,2,116436,TRUE,12,TRUE,SWANPOND,KNOX,KY,2543353,Post Office,Swanpond Post Office (historical),Knox,36.83347,-83.91143,293,1,36.83347,-83.91143
LELAND,NA,LELAND,WA,JEFFERSON,NA,NA,Jefferson,1881,1959,TRUE,1,145651,TRUE,78,TRUE,LELAND,JEFFERSON,WA,1522001,Populated Place,Leland,Jefferson,47.89176,-122.8866,63,1,47.89176,-122.8866
LONGSTREET,NA,LONGSTREET,KY,RUSSELL,NA,NA,Russell,1905,1933,TRUE,2,95866,FALSE,28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEW CUMBERLAND,NA,NEW CUMBERLAND,IN,GRANT,NA,NA,Grant,1865,1895,TRUE,5,101920,FALSE,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GILMORE,NA,GILMORE,TN,MADISON,NA,NA,Madison,1904,1907,TRUE,5,22468,TRUE,3,TRUE,GILMORE,MADISON,TN,1285427,Populated Place,Gilmore,Madison,35.6878481,-88.8070026,138,1,35.6878481,-88.8070026
HELVEY,NA,HELVEY,MO,REYNOLDS,NA,NA,Reynolds,1915,1917,TRUE,5,26023,TRUE,2,TRUE,HELVEY,REYNOLDS,MO,730451,Populated Place,Helvey (historical),Reynolds,37.1253275,-90.8712342,181,1,37.1253275,-90.8712342
DUKEVILLE,NA,DUKEVILLE,NE,KNOX,NA,NA,Knox,1875,1911,TRUE,4,134767,TRUE,36,TRUE,DUKEVILLE,KNOX,NE,1884746,Post Office,Dukeville Post Office (historical),Knox,42.6925,-98.13424,399,1,42.6925,-98.13424
CLINTONVILLE,NA,CLINTONVILLE,CT,NEW HAVEN,NA,NA,New Haven,1871,1954,TRUE,1,11415,TRUE,83,TRUE,CLINTONVILLE,NEW HAVEN,CT,206328,Populated Place,Clintonville,New Haven,41.3942639,-72.8170437,27,1,41.3942639,-72.8170437
SEWARD,NA,SEWARD,NE,SEWARD,NA,NA,Seward,1867,NA,TRUE,0,158370,TRUE,NA,TRUE,SEWARD,SEWARD,NE,1881816,Post Office,Seward Post Office,Seward,40.90669,-97.09808,454,1,40.90669,-97.09808
SAUNDERSVILLE,NA,SAUNDERSVILLE,IN,VANDERBURGH,NA,NA,Vanderburgh,1823,1869,TRUE,7,112109,TRUE,46,TRUE,SANDERSVILLE,VANDERBURGH,IN,436817,Populated Place,Sandersville,Vanderburgh,38.1081,-87.55891,143,0.9230769,38.1081,-87.55891
BAGDAD,NA,BAGDAD,AZ,YAVAPAI,NA,NA,Yavapai,1910,NA,FALSE,0,125887,TRUE,NA,TRUE,BAGDAD,YAVAPAI,AZ,44877,Post Office,Bagdad Post Office,Yavapai,34.57368,-113.1794,1151,1,34.57368,-113.1794
WEST JEFFERSON,NA,WEST JEFFERSON,NC,ASHE,NA,NA,Ashe,1915,NA,TRUE,0,121291,TRUE,NA,TRUE,WEST JEFFERSON,ASHE,NC,2768306,Post Office,West Jefferson Post Office,Ashe,36.40551,-81.48956,898,1,36.40551,-81.48956
BOX,NA,BOX,MS,SIMPSON,NA,NA,Simpson,1892,1905,TRUE,5,6286,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MORO,NA,MORO,WV,GILMER,NA,NA,Gilmer,1909,1910,TRUE,7,100350,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VACA,NA,VACA,CA,SOLANO,NA,NA,Solano,1870,1873,TRUE,7,162903,TRUE,3,TRUE,VACA,SOLANO,CA,1655995,Populated Place,Vaca,Solano,38.34824,-121.91,23,1,38.34824,-121.91
WOODFORD,NA,WOODFORD,SC,ORANGEBURG,NA,NA,Orangeburg,1892,1966,TRUE,1,63448,TRUE,74,TRUE,WOODFORD,ORANGEBURG,SC,1231936,Populated Place,Woodford,Orangeburg,33.667375,-81.1092633,116,1,33.667375,-81.1092633
TELICO,NA,TELICO,TX,ELLIS,NA,NA,Ellis,1894,1905,TRUE,5,161346,TRUE,11,TRUE,TELICO,ELLIS,TX,1379145,Populated Place,Telico,Ellis,32.37209,-96.51249,121,1,32.37209,-96.51249
PLUCK,NA,PLUCK,NC,CHATHAM,NA,NA,Chatham,1884,1903,TRUE,5,106923,FALSE,19,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHESTER,NA,CHESTER,MS,CHOCTAW,NA,NA,Choctaw,1876,1959,TRUE,1,10487,TRUE,83,TRUE,CHESTER,CHOCTAW,MS,692883,Populated Place,Chester,Choctaw,33.3587349,-89.2384006,161,1,33.3587349,-89.2384006
ALLANDALE,NA,ALLANDALE,MS,LOWNDES,NA,NA,Lowndes,1896,1903,TRUE,5,715,TRUE,7,TRUE,ALLENDALE,LOWNDES,MS,710083,Populated Place,Allendale (historical),Lowndes,33.3945657,-88.5311548,68,0.888888888888889,33.3945657,-88.5311548
REDMOND,NA,REDMOND,UT,SEVIER,NA,NA,Sevier,1887,NA,TRUE,0,155559,TRUE,NA,TRUE,REDMOND,SEVIER,UT,2769038,Post Office,Redmond Post Office,Sevier,39.00575,-111.866,1558,1,39.00575,-111.866
OAKVILLE,NA,OAKVILLE,WA,GRAYS HARBOR,NA,NA,Grays Harbor,1873,NA,TRUE,0,151506,TRUE,NA,TRUE,OAKVILLE,GRAYS HARBOR,WA,2606993,Post Office,Oakville Post Office,Grays Harbor,46.84058,-123.2332,28,1,46.84058,-123.2332
ATOY,NA,ATOY,TX,CHEROKEE,NA,NA,Cherokee,1870,1871,TRUE,8,125617,TRUE,1,TRUE,ATOY,CHEROKEE,TX,1377961,Populated Place,Atoy,Cherokee,31.77406,-95.01327,85,1,31.77406,-95.01327
BOESCHENVILLE,NA,BOESCHENVILLE,MO,BENTON,NA,NA,Benton,1875,1900,TRUE,5,5760,FALSE,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KROHN,NA,KROHN,MO,OSAGE,NA,NA,Osage,1907,1910,TRUE,4,30948,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELK RIVER MILLS,NA,ELK RIVER MILLS,AL,LIMESTONE,NA,NA,Limestone,1879,1917,FALSE,4,17994,FALSE,38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANAL,NA,CANAL,PA,VENANGO,NA,NA,Venango,1835,1902,TRUE,4,8682,TRUE,67,TRUE,CANAL,VENANGO,PA,1217139,Civil,Township of Canal,Venango,41.477713,-79.9469732,376,NA,41.477713,-79.9469732
MEROM,NA,MEROM,NE,DAWSON,NA,NA,Dawson,1883,1896,TRUE,6,148617,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAYWOOD,NA,FAYWOOD,NM,GRANT,NA,NA,Grant,1901,NA,TRUE,0,136806,TRUE,NA,TRUE,FAYWOOD,GRANT,NM,936884,Post Office,Faywood Post Office,Grant,32.62633,-107.8702,1579,1,32.62633,-107.8702
BRADENS,NA,BRADENS,WV,RITCHIE,NA,NA,Ritchie,1891,1894,TRUE,6,70281,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAMES CREEK,NA,JAMES CREEK,PA,HUNTINGDON,NA,NA,Huntingdon,1840,NA,TRUE,0,29060,TRUE,NA,TRUE,JAMES CREEK,HUNTINGDON,PA,2779904,Post Office,James Creek Post Office,Huntingdon,40.3811527,-78.1758319,279,1,40.3811527,-78.1758319
DEARBORN,NA,DEARBORN,VA,AMELIA,NA,NA,Amelia,1894,1918,TRUE,4,77824,FALSE,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLYDE,NA,GLYDE,PA,WASHINGTON,NA,NA,Washington,1890,1901,TRUE,5,22860,TRUE,11,TRUE,GLYDE,WASHINGTON,PA,1175759,Populated Place,Glyde,Washington,40.1256273,-80.1367235,340,1,40.1256273,-80.1367235
SELMA,NA,SELMA,MS,ADAMS,NA,NA,Adams,1901,1949,TRUE,1,51817,TRUE,48,TRUE,SELMA,ADAMS,MS,692217,Populated Place,Selma,Adams,31.6015548,-91.279,71,1,31.6015548,-91.279
GLENWOOD CITY,NA,GLENWOOD CITY,WI,ST. CROIX,NA,NA,St Croix,1910,NA,TRUE,0,85314,TRUE,NA,TRUE,GLENWOOD CITY,ST. CROIX,WI,2792946,Post Office,Glenwood City Post Office,St. Croix,45.0589,-92.17032,321,1,45.0589,-92.17032
RUBY,NA,RUBY,WA,WHATCOM,NA,NA,Whatcom,1880,1882,TRUE,8,156897,TRUE,2,TRUE,RUBY,WHATCOM,WA,1530572,Populated Place,Ruby (historical),Whatcom,48.73735,-121.0623,473,1,48.73735,-121.0623
MERITTS,NA,MERITTS,NC,COLUMBUS,NA,NA,Columbus,1886,1892,TRUE,6,98800,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIVERSIDE,NA,RIVERSIDE,WI,SHAWANO,NA,NA,Shawano,1887,1908,TRUE,5,109822,TRUE,21,TRUE,RIVERSIDE,SHAWANO,WI,1572364,Cemetery,Riverside Cemetery,Shawano,44.89236,-89.03181,353,1,44.89236,-89.03181
SUE,NA,SUE,NC,COLUMBUS,NA,NA,Columbus,1894,1901,TRUE,6,115988,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CADMUS,NA,CADMUS,MO,MARIES,NA,NA,Maries,1895,1909,TRUE,4,8260,TRUE,14,TRUE,CADMUS,MARIES,MO,744666,Locale,Cadmus (historical),Maries,38.0580972,-91.8479399,279,1,38.0580972,-91.8479399
FAIRVIEW,NA,FAIRVIEW,TN,WILLIAMSON,NA,NA,Williamson,1937,NA,TRUE,0,19414,TRUE,NA,TRUE,FAIRVIEW,WILLIAMSON,TN,1651815,Post Office,Fairview Post Office,Williamson,35.9860581,-87.1099497,255,1,35.9860581,-87.1099497
GLAZIER,NA,GLAZIER,CA,SISKIYOU,NA,NA,Siskiyou,1888,1906,TRUE,5,138826,FALSE,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WHEELER,NA,WHEELER,KY,KNOX,NA,NA,Knox,1912,1950,TRUE,1,121666,TRUE,38,TRUE,WHEELER,KNOX,KY,2543373,Post Office,Wheeler Post Office (historical),Knox,36.72525,-83.84354,340,1,36.72525,-83.84354
NORTH CUSHING,NA,NORTH CUSHING,ME,KNOX,NA,NA,Knox,1888,1910,TRUE,5,41131,TRUE,22,TRUE,NORTH CUSHING,KNOX,ME,572325,Populated Place,North Cushing,Knox,44.0389704,-69.2106008,24,1,44.0389704,-69.2106008
LAUREL BLUFF,NA,LAUREL BLUFF,KY,MUHLENBERG,NA,NA,Muhlenberg,1852,1882,TRUE,5,93974,FALSE,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CURRY,NA,CURRY,AL,TALLADEGA,NA,NA,Talladega,1858,1866,TRUE,7,13875,TRUE,8,TRUE,CURRY,TALLADEGA,AL,159473,Populated Place,Curry,Talladega,33.4864957,-86.0171912,161,1,33.4864957,-86.0171912
THREE BRIDGES,NA,THREE BRIDGES,NJ,HUNTERDON,NA,NA,Hunterdon,1866,NA,TRUE,0,57312,TRUE,NA,TRUE,THREE BRIDGES,HUNTERDON,NJ,2802084,Post Office,Three Bridges Post Office,Hunterdon,40.5248255,-74.7990401,54,1,40.5248255,-74.7990401
COYOTE,NA,COYOTE,NM,RIO ARRIBA,NA,NA,Rio Arriba,1885,1913,FALSE,5,132668,TRUE,28,TRUE,COYOTE,RIO ARRIBA,NM,938153,Post Office,Coyote Post Office,Rio Arriba,36.16562,-106.6168,2057,1,36.16562,-106.6168
ARCHIE,NA,ARCHIE,PA,VENANGO,NA,NA,Venango,1880,1887,TRUE,6,1584,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOSTETTER,NA,HOSTETTER,PA,WESTMORELAND,NA,NA,Westmoreland,1890,NA,TRUE,0,27585,TRUE,NA,TRUE,HOSTETTER,WESTMORELAND,PA,2773160,Post Office,Hostetter Post Office,Westmoreland,40.2647397,-79.3992812,343,1,40.2647397,-79.3992812
SLOCUM,NA,SLOCUM,SD,MCPHERSON,NA,NA,McPherson,1906,1907,TRUE,7,159154,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELIZABETHTOWN,NA,ELIZABETHTOWN,KS,ANDERSON,NA,NA,Anderson,1859,1883,TRUE,7,135590,FALSE,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTIN'S LANDING,MARTINS LANDING,MARTIN'S LANDING,IN,PERRY,NA,NA,Perry,1850,1852,TRUE,9,97604,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NICHOLSON,NA,NICHOLSON,TX,FANNIN,NA,NA,Fannin,1901,1904,TRUE,6,150941,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOSMO,NA,KOSMO,UT,BOX ELDER,NA,NA,Box Elder,1919,1922,TRUE,6,144548,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANHANSET HOUSE,MANHANSETT HOUSE,MANHANSET(T) HOUSE,NY,SUFFOLK,NA,NA,Suffolk,1879,1904,TRUE,4,35017,FALSE,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLOWS FALLS,NA,BELLOWS FALLS,VT,WINDHAM,NA,NA,Windham,1801,NA,TRUE,0,4101,TRUE,NA,TRUE,BELLOWS FALLS,WINDHAM,VT,1920850,Post Office,Bellows Falls Post Office,Windham,43.133555200000004,-72.4429844,95,1,43.133555200000004,-72.4429844
CHELSEA,NA,CHELSEA,VT,ORANGE,NA,NA,Orange,1806,NA,TRUE,0,10329,TRUE,NA,TRUE,CHELSEA,ORANGE,VT,1921359,Post Office,Chelsea Post Office,Orange,43.9895482,-72.44732,251,1,43.9895482,-72.44732
IONA,NA,IONA,NH,CARROLL,NA,NA,Carroll,1894,1910,TRUE,5,28581,FALSE,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOTY,NA,DOTY,MI,ALLEGAN,NA,NA,Allegan,1891,1892,TRUE,8,78943,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAGE,NA,PAGE,WV,FAYETTE,NA,NA,Fayette,1904,2002,TRUE,1,104844,TRUE,98,TRUE,PAGE,FAYETTE,WV,1555292,Populated Place,Page,Fayette,38.05289,-81.26983,345,1,38.05289,-81.26983
CARTER,NA,CARTER,OR,MALHEUR,NA,NA,Malheur,1898,1901,TRUE,7,130054,TRUE,3,TRUE,CARTER,MALHEUR,OR,1164254,Post Office,Carter Post Office (historical),Malheur,43.31793,-117.1151,1161,1,43.31793,-117.1151
HILLSBORO,NA,HILLSBORO,MT,CARBON,NA,NA,Carbon,1915,1945,TRUE,2,141506,TRUE,30,TRUE,HILLSBORO,CARBON,MT,1726800,Post Office,Hillsboro Post Office (historical),Carbon,45.09996,-108.2329,1168,1,45.09996,-108.2329
WESTMORELAND CITY,NA,WESTMORELAND CITY,PA,WESTMORELAND,NA,NA,Westmoreland,1915,NA,TRUE,0,61993,TRUE,NA,TRUE,WESTMORELAND CITY,WESTMORELAND,PA,2431957,Post Office,Westmoreland City Post Office,Westmoreland,40.3310696,-79.6794249,292,1,40.3310696,-79.6794249
ARLENE,NA,ARLENE,CO,YUMA,NA,NA,Yuma,1916,1918,TRUE,6,125292,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOOD,NA,HOOD,CA,SACRAMENTO,NA,NA,Sacramento,1912,NA,TRUE,0,141899,TRUE,NA,TRUE,HOOD,SACRAMENTO,CA,2061357,Post Office,Hood Post Office,Sacramento,38.36884,-121.5193,3,1,38.36884,-121.5193
LOKOYA,NA,LOKOYA,CA,NAPA,NA,NA,Napa,1925,1951,TRUE,1,146419,TRUE,26,TRUE,LOKOYA,NAPA,CA,1658997,Populated Place,Lokoya,Napa,38.37325,-122.4278,538,1,38.37325,-122.4278
CASCADE,NA,CASCADE,NC,GUILFORD,NA,NA,Guilford,1892,1903,TRUE,6,73030,FALSE,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOWLES,NA,BOWLES,VA,CLARKE,NA,NA,Clarke,1897,1906,TRUE,5,70129,FALSE,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARKSHILL,NA,CLARKSHILL,IN,TIPPECANOE,NA,NA,Tippecanoe,1894,1895,TRUE,2,74539,TRUE,1,TRUE,CLARKSHILL,TIPPECANOE,IN,449638,Populated Place,Clarkshill,Tippecanoe,40.24698,-86.72501,252,1,40.24698,-86.72501
DELEVAN,NA,DELEVAN,NY,CATTARAUGUS,NA,NA,Cattaraugus,1892,NA,TRUE,0,14826,TRUE,NA,TRUE,DELEVAN,CATTARAUGUS,NY,2598448,Post Office,Delevan Post Office,Cattaraugus,42.4911376,-78.479558,438,1,42.4911376,-78.479558
NYE,NA,NYE,GA,TALIAFERRO,NA,NA,Taliaferro,1900,1904,TRUE,6,41846,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOYLER'S MILL,BOYLERS MILL,BOYLER'S MILL,MO,MORGAN,NA,NA,Morgan,1874,1922,TRUE,3,6364,TRUE,48,TRUE,BOYLERS MILL,MORGAN,MO,729710,Populated Place,Boylers Mill,Morgan,38.3472471,-93.0707546,229,1,38.3472471,-93.0707546
HAWK MINE,NA,HAWK MINE,NC,MITCHELL,NA,NA,Mitchell,1872,1883,TRUE,7,87995,TRUE,11,TRUE,CHALK MINE,MITCHELL,NC,1010153,Mine,Chalk Mine,Mitchell,35.90123,-82.10151,963,0.7777778,35.90123,-82.10151
HUNTINGTON,NA,HUNTINGTON,OH,LORAIN,NA,NA,Lorain,1828,1912,TRUE,3,90281,TRUE,84,TRUE,HUNTINGTON,LORAIN,OH,2026358,Post Office,Huntington Post Office (historical),Lorain,41.10283,-82.22071,293,1,41.10283,-82.22071
LAKE WINOLA,NA,LAKE WINOLA,PA,WYOMING,NA,NA,Wyoming,1887,NA,TRUE,0,31327,TRUE,NA,TRUE,LAKE WINOLA,WYOMING,PA,1214077,Post Office,Lake Winola Post Office,Wyoming,41.5094141,-75.8588567,331,1,41.5094141,-75.8588567
STEEP CREEK,NA,STEEP CREEK,AL,LOWNDES,NA,NA,Lowndes,1852,1867,TRUE,7,55151,TRUE,15,TRUE,STEEP CREEK,LOWNDES,AL,136459,Populated Place,Steep Creek,Lowndes,32.153755,-86.4791391,92,1,32.153755,-86.4791391
OMRO,NA,OMRO,MN,STEELE,NA,NA,Steele,1898,1902,TRUE,5,104010,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINCERITY,NA,SINCERITY,WV,WETZEL,NA,NA,Wetzel,1888,1921,TRUE,3,113621,TRUE,33,TRUE,SINCERITY,WETZEL,WV,1555631,Populated Place,Sincerity,Wetzel,39.59925,-80.53898,418,1,39.59925,-80.53898
CANOGA,NA,CANOGA,NY,SENECA,NA,NA,Seneca,1826,1907,TRUE,3,8785,TRUE,81,TRUE,CANOGA,SENECA,NY,945789,Populated Place,Canoga,Seneca,42.8534013,-76.7485627,137,1,42.8534013,-76.7485627
BRISTOW,NA,BRISTOW,NC,MACON,NA,NA,Macon,1889,1890,TRUE,6,70788,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PARKS,NA,PARKS,TX,STEPHENS,NA,NA,Stephens,1920,1942,TRUE,2,152905,FALSE,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POMEROY,NA,POMEROY,TX,CARSON,NA,NA,Carson,1927,1928,TRUE,5,154288,TRUE,1,TRUE,POMEROY,CARSON,TX,1380385,Populated Place,Pomeroy,Carson,35.44255,-101.506,1075,1,35.44255,-101.506
NOORDELOOS,NA,NOORDELOOS,MI,OTTAWA,NA,NA,Ottawa,1880,1904,TRUE,5,102691,TRUE,24,TRUE,NOORDELOOS,OTTAWA,MI,2572870,Post Office,Noordeloos Post Office (historical),Ottawa,42.84167,-86.05833,201,1,42.84167,-86.05833
LEOPAA,NA,LEOPAA,KS,CLAY,NA,NA,Clay,1875,1882,TRUE,7,145763,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FISH LAKE,NA,FISH LAKE,ID,KOOTENAI,NA,NA,Kootenai,1909,1915,TRUE,5,137043,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLENN,NA,GLENN,MO,PHELPS,NA,NA,Phelps,1884,1886,TRUE,6,22763,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIRD'S STATION,BIRD'S,BIRD'S STATION,IL,LAWRENCE,NA,NA,Lawrence,1876,1883,TRUE,3,69031,TRUE,7,TRUE,BIRDS,LAWRENCE,IL,404461,Populated Place,Birds,Lawrence,38.8369899,-87.6678032,133,0.833333333333333,38.8369899,-87.6678032
SNOW SHOE,NA,SNOW SHOE,PA,CENTRE,NA,NA,Centre,1840,NA,TRUE,0,53494,TRUE,NA,TRUE,SNOW SHOE,CENTRE,PA,2772984,Post Office,Snow Shoe Post Office,Centre,41.0292411,-77.9483714,488,1,41.0292411,-77.9483714
SIESS,NA,SIESS,LA,GRANT,NA,NA,Grant,1896,1900,TRUE,5,52745,TRUE,4,TRUE,SIESS,GRANT,LA,555968,Populated Place,Siess,Grant,31.5796193,-92.4134719,61,1,31.5796193,-92.4134719
MACKALL,NA,MACKALL,MD,CALVERT,NA,NA,Calvert,1876,1956,FALSE,1,96650,TRUE,80,TRUE,MACKALL,CALVERT,MD,590717,Populated Place,Mackall,Calvert,38.40512,-76.50245,25,1,38.40512,-76.50245
SOUTH WARREN,NA,SOUTH WARREN,ME,KNOX,NA,NA,Knox,1878,1940,TRUE,1,54250,TRUE,62,TRUE,SOUTH WARREN,KNOX,ME,575921,Populated Place,South Warren,Knox,44.0756364,-69.2228229,7,1,44.0756364,-69.2228229
MELROSE,NA,MELROSE,NC,ROBESON,NA,NA,Robeson,1855,1902,FALSE,5,98657,FALSE,47,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THREERIVERS,NA,THREERIVERS,NM,OTERO,NA,NA,Otero,1900,1912,TRUE,5,161682,TRUE,12,TRUE,THREE RIVERS,OTERO,NM,937934,Post Office,Three Rivers Post Office (historical),Otero,33.32147,-106.075,1393,0.9090909,33.32147,-106.075
EAST WARREN,NA,EAST WARREN,VT,WASHINGTON,NA,NA,Washington,1857,1907,TRUE,4,17280,TRUE,50,TRUE,EAST WARREN,WASHINGTON,VT,1460838,Populated Place,East Warren,Washington,44.1095054,-72.8198355,425,1,44.1095054,-72.8198355
PINEWOOD,NA,PINEWOOD,MN,ITASCA,NA,NA,Itasca,1903,1903,TRUE,7,106478,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOLLS,NA,BOLLS,NC,HALIFAX,NA,NA,Halifax,1900,1904,TRUE,6,69790,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOODWIN,NA,GOODWIN,CA,SAN LUIS OBISPO,NA,NA,San Luis Obispo,1889,1899,FALSE,6,139213,TRUE,10,TRUE,GOODWIN,SAN LUIS OBISPO,CA,271360,Locale,Goodwin Ranch,San Luis Obispo,35.24747,-119.9185,595,NA,35.24747,-119.9185
GRAND PRAIRIE,NA,GRAND PRAIRIE,MO,GREENE,NA,NA,Greene,1846,1847,TRUE,7,23384,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLEZANE,NA,BELLEZANE,PA,WASHINGTON,NA,NA,Washington,1863,1869,TRUE,5,4090,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELDORADO,NA,ELDORADO,NE,GREELEY,NA,NA,Greeley,1876,1881,TRUE,7,135494,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COFFEE,NA,COFFEE,GA,BACON,NA,NA,Bacon,1890,1957,FALSE,1,11699,TRUE,67,TRUE,COFFEE,BACON,GA,326223,Populated Place,Coffee,Bacon,31.507709,-82.3115156,53,1,31.507709,-82.3115156
WALL,NA,WALL,NJ,MONMOUTH,NA,NA,Monmouth,1899,1903,TRUE,5,60059,TRUE,4,TRUE,WALL,MONMOUTH,NJ,2802158,Post Office,Wall Post Office,Monmouth,40.1771426,-74.0620408,22,1,40.1771426,-74.0620408
HENRIETTA,NA,HENRIETTA,MO,FRANKLIN,NA,NA,Franklin,1867,1869,TRUE,8,26119,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAMMOTH,NA,MAMMOTH,PA,WESTMORELAND,NA,NA,Westmoreland,1885,NA,TRUE,0,34938,TRUE,NA,TRUE,MAMMOTH,WESTMORELAND,PA,2779885,Post Office,Mammoth Post Office,Westmoreland,40.2017401,-79.4633229,339,1,40.2017401,-79.4633229
BIG HILL,NA,BIG HILL,KS,LABETTE,NA,NA,Labette,1868,1871,TRUE,8,127201,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEST CAPE MAY,NA,WEST CAPE MAY,NJ,CAPE MAY,NA,NA,Cape May,1909,1920,TRUE,3,61298,TRUE,11,TRUE,WEST CAPE MAY,CAPE MAY,NJ,881690,Populated Place,West Cape May,Cape May,38.9387236,-74.9418404,2,1,38.9387236,-74.9418404
GAMBURG,NA,GAMBURG,MO,RIPLEY,NA,NA,Ripley,1880,1931,TRUE,2,21771,TRUE,51,TRUE,GAMBURG,RIPLEY,MO,755479,Populated Place,Gamburg,Ripley,36.6372794,-90.6401167,143,1,36.6372794,-90.6401167
