name,orig_name,state,county1,orig_county,established,discontinued,continuous,id,coordinates,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,New Haven,1773,NA,TRUE,40179,TRUE,TRUE,NEW HAVEN,NEW HAVEN,CT,1932480,Post Office,New Haven Post Office,New Haven,41.2992622,-72.9198216,1,1,41.2992622,-72.9198216,1770-1820,for business
BLADENSBURG,BLADENSBURG(H),MD,PRINCE GEORGE'S,Prince Georges,1776,NA,TRUE,69249,TRUE,TRUE,BLADENSBURG,PRINCE GEORGE'S,MD,2459346,Post Office,Bladensburg Post Office,Prince George's,38.9415622,-76.9322787,17,1,38.9415622,-76.9322787,1770-1820,for business
BALTIMORE,BALTIMORE,MD,BALTIMORE,Baltimore/Baltimore City,1779,NA,TRUE,66966,TRUE,TRUE,BALTIMORE,BALTIMORE,MD,1707670,Post Office,Baltimore Post Office,Baltimore (city),39.2921484,-76.6051413,6,1,39.2921484,-76.6051413,1770-1820,for business
RICHMOND,RICHMOND,VA,HENRICO,Henrico,1782,NA,TRUE,109449,TRUE,TRUE,RICHMOND,HENRICO,VA,1760351,Locale,Richmond Industrial Park,Henrico,37.51265,-77.35526,51,NA,37.51265,-77.35526,1770-1820,for business
PLEASANT RIVER,PLEASANT RIVER,ME,WASHINGTON,Washington,1791,1796,TRUE,45793,TRUE,TRUE,PLEASANT RIVER,WASHINGTON,ME,1909117,Post Office,Pleasant River Post Office,Washington,44.6532158,-67.7280584,9,1,44.6532158,-67.7280584,1770-1820,1770-1820
LITCHFIELD,LITCHFIELD,CT,LITCHFIELD,Litchfield,1792,NA,TRUE,33067,TRUE,TRUE,LITCHFIELD,LITCHFIELD,CT,1932148,Post Office,Litchfield Post Office,Litchfield,41.7462315,-73.1892888,329,1,41.7462315,-73.1892888,1770-1820,for business
RIDGEFIELD,RIDGEFIELD,CT,FAIRFIELD,Fairfield,1792,NA,TRUE,48629,TRUE,TRUE,RIDGEFIELD,FAIRFIELD,CT,1942743,Post Office,Ridgefield Post Office,Fairfield,41.2817476,-73.5004807,222,1,41.2817476,-73.5004807,1770-1820,for business
KINSALE,KINSALE,VA,WESTMORELAND,Westmoreland,1792,NA,FALSE,92850,TRUE,TRUE,KINSALE,WESTMORELAND,VA,2519626,Post Office,Kinsale Post Office,Westmoreland,38.02975,-76.5791,12,1,38.02975,-76.5791,1770-1820,for business
MENDON,MENDON,MA,WORCESTER,Worcester,1794,NA,TRUE,36796,TRUE,TRUE,MENDON,WORCESTER,MA,1980084,Post Office,Mendon Post Office,Worcester,42.1053152,-71.5522377,113,1,42.1053152,-71.5522377,1770-1820,for business
NEW LEBANON,NEW LEBANON,NY,COLUMBIA,Columbia,1794,NA,FALSE,40228,TRUE,TRUE,NEW LEBANON,COLUMBIA,NY,2780791,Post Office,New Lebanon Post Office,Columbia,42.4682314,-73.3911826,219,1,42.4682314,-73.3911826,1770-1820,for business
SULLIVAN,SULLIVAN,ME,HANCOCK,Hancock,1794,1972,FALSE,55894,TRUE,TRUE,SULLIVAN,HANCOCK,ME,1911988,Post Office,Sullivan Post Office,Hancock,44.5326678,-68.2369162,21,1,44.5326678,-68.2369162,1770-1820,1921-2000
HINGHAM,HINGHAM,MA,PLYMOUTH,Plymouth,1795,NA,TRUE,26776,TRUE,TRUE,HINGHAM,PLYMOUTH,MA,1976791,Post Office,Hingham Post Office,Plymouth,42.2429265,-70.8892512,5,1,42.2429265,-70.8892512,1770-1820,for business
MIDDLEBURG,MIDDLEBURG(H),VA,LOUDOUN,Loudoun,1797,NA,TRUE,99030,TRUE,TRUE,MIDDLEBURG,LOUDOUN,VA,1749642,Post Office,Middleburg Post Office,Loudoun,38.96801,-77.73755,148,1,38.96801,-77.73755,1770-1820,for business
HERKIMER,HERKIMER,NY,HERKIMER,Herkimer,1798,NA,TRUE,26187,TRUE,TRUE,HERKIMER,HERKIMER,NY,2598753,Post Office,Herkimer Post Office,Herkimer,43.0258363,-74.9880811,118,1,43.0258363,-74.9880811,1770-1820,for business
MONTPELIER,MONTPELIER,VT,WASHINGTON,Washington,1798,NA,TRUE,38242,TRUE,TRUE,MONTPELIER,WASHINGTON,VT,1919130,Post Office,Montpelier Post Office,Washington,44.260951,-72.5775978,159,1,44.260951,-72.5775978,1770-1820,for business
POULTNEY,POULTNEY,VT,RUTLAND,Rutland,1799,NA,FALSE,46543,TRUE,TRUE,POULTNEY,RUTLAND,VT,1922052,Post Office,Poultney Post Office,Rutland,43.5167872,-73.2353656,132,1,43.5167872,-73.2353656,1770-1820,for business
CHEMUNG,CHEMUNG,NY,CHEMUNG,Chemung,1800,NA,TRUE,10333,TRUE,TRUE,CHEMUNG,CHEMUNG,NY,2598528,Post Office,Chemung Post Office,Chemung,42.0080286,-76.623112,258,1,42.0080286,-76.623112,1770-1820,for business
DRACUT,DRACUT (1),MA,MIDDLESEX,Middlesex,1800,1899,TRUE,15900,TRUE,TRUE,DRACUT,MIDDLESEX,MA,1972465,Post Office,Dracut Post Office,Middlesex,42.6735028,-71.2955849,46,1,42.6735028,-71.2955849,1770-1820,1871-1920
PARIS,PARIS,NY,ONEIDA,Oneida,1800,NA,TRUE,43791,TRUE,TRUE,PARIS,ONEIDA,NY,959861,Populated Place,Paris,Oneida,43.0006253,-75.3137775,454,1,43.0006253,-75.3137775,1770-1820,for business
CRESAPSBURG,CRESAPSBURG,MD,ALLEGANY,Allegany,1800,1823,TRUE,76644,TRUE,TRUE,CRESAPBURG,ALLEGANY,MD,583968,Populated Place,Cresapburg,Allegany,39.59287,-78.83335,233,0.9090909,39.59287,-78.83335,1770-1820,1821-1870
KING GEORGE,KING GEORGE (COURTHOUSE),VA,KING GEORGE,King George,1800,NA,TRUE,92740,TRUE,TRUE,KING GEORGE,KING GEORGE,VA,2767229,Post Office,King George Post Office,King George,38.27823,-77.21012,54,1,38.27823,-77.21012,1770-1820,for business
PRIDESVILLE,PRIDESVILLE,VA,AMELIA,Amelia,1800,1811,TRUE,107827,TRUE,TRUE,PRIDEVILLE,AMELIA,VA,1477824,Populated Place,Prideville,Amelia,37.37098,-78.04167,116,0.9090909,37.37098,-78.04167,1770-1820,1770-1820
DUANESBURG,DUANESBURG(H),NY,SCHENECTADY,Schenectady,1801,NA,FALSE,16089,TRUE,TRUE,DUANESBURG,SCHENECTADY,NY,2617894,Post Office,Duanesburg Post Office,Schenectady,42.7611724,-74.1366864,221,1,42.7611724,-74.1366864,1770-1820,for business
LANESBORO,LANESBORO,MA,BERKSHIRE,Berkshire,1801,NA,FALSE,31572,TRUE,TRUE,LANESBORO,BERKSHIRE,MA,1978800,Post Office,Lanesboro Post Office,Berkshire,42.5006628,-73.2369219,340,1,42.5006628,-73.2369219,1770-1820,for business
SAINT CLAIRSVILLE,SAINT CLAIRSVILLE,OH,BELMONT,Belmont,1801,NA,TRUE,111387,TRUE,TRUE,SAINT CLAIRSVILLE,BELMONT,OH,1082417,Post Office,Saint Clairsville Post Office,Belmont,40.07738,-80.91219,388,1,40.07738,-80.91219,1770-1820,for business
HECTOR,HECTOR,NY,SCHUYLER,Schuyler,1802,NA,TRUE,25934,TRUE,TRUE,HECTOR,SCHUYLER,NY,2795787,Post Office,Hector Post Office,Schuyler,42.5064075,-76.8758065,249,1,42.5064075,-76.8758065,1770-1820,for business
MERRICK,MERRICK,NY,NASSAU,Nassau,1802,NA,FALSE,36909,TRUE,TRUE,MERRICK,NASSAU,NY,2074673,Post Office,Merrick Post Office,Nassau,40.6567317,-73.5481707,3,1,40.6567317,-73.5481707,1770-1820,for business
MINDEN,MINDEN,NY,MONTGOMERY,Montgomery,1802,1903,FALSE,37664,TRUE,TRUE,MINDEN,MONTGOMERY,NY,979223,Civil,Town of Minden,Montgomery,42.9271412,-74.697488,172,1,42.9271412,-74.697488,1770-1820,1871-1920
WEST BRIDGEWATER,WEST BRIDGEWATER,MA,PLYMOUTH,Plymouth,1802,NA,TRUE,61255,TRUE,TRUE,WEST BRIDGEWATER,PLYMOUTH,MA,618779,Post Office,West Bridgewater Post Office (historical),Plymouth,42.0128783,-71.0228219,25,1,42.0128783,-71.0228219,1770-1820,for business
BRIDGETOWN,BRIDGETOWN,MD,KENT,Kent,1802,1805,TRUE,70643,TRUE,TRUE,BRIDGETOWN,KENT,MD,585893,Populated Place,Bridgetown,Kent,39.258166,-75.8371586,7,1,39.258166,-75.8371586,1770-1820,1770-1820
ELK RUN CHURCH,ELK RUN CHURCH,VA,FAUQUIER,Fauquier,1802,1819,TRUE,80669,TRUE,TRUE,ELK RUN CHURCH,FAUQUIER,VA,1495505,Populated Place,Elk Run Church,Fauquier,38.55512,-77.67082,96,1,38.55512,-77.67082,1770-1820,1770-1820
WATERVILLE,WATERVILLE,ME,KENNEBEC,Kennebec,1803,NA,TRUE,60635,TRUE,TRUE,WATERVILLE,KENNEBEC,ME,2768987,Post Office,Waterville Post Office,Kennebec,44.5555169,-69.6291158,33,1,44.5555169,-69.6291158,1770-1820,for business
LURAY,LURAY,VA,PAGE,Page,1803,NA,TRUE,96393,TRUE,TRUE,LURAY,PAGE,VA,1500439,Post Office,Luray Post Office,Page,38.6647,-78.46042,251,1,38.6647,-78.46042,1770-1820,for business
NEW MARKET,NEW MARKET,MD,DORCHESTER,Dorchester,1803,1827,TRUE,102099,TRUE,TRUE,NEW MARKET,DORCHESTER,MD,590123,Populated Place,New Market,Dorchester,38.59901,-75.92605,12,1,38.59901,-75.92605,1770-1820,1821-1870
GREENSBURG,GREENSBURG(H) (1),NY,WESTCHESTER,Westchester,1804,1832,TRUE,23898,TRUE,TRUE,GREENBURGH,WESTCHESTER,NY,949586,Populated Place,Greenburgh,Westchester,41.0550969,-73.8201338,54,0.8,41.0550969,-73.8201338,1770-1820,1821-1870
STRASBURG,STRASBURG(H),PA,LANCASTER,Lancaster,1804,NA,TRUE,55648,TRUE,TRUE,STRASBURG,LANCASTER,PA,2775112,Post Office,Strasburg Post Office,Lancaster,39.9872928,-76.1773661,135,1,39.9872928,-76.1773661,1770-1820,for business
JERSEY SHORE,JERSEY SHORE,PA,LYCOMING,Lycoming,1805,NA,TRUE,29350,TRUE,TRUE,JERSEY SHORE,LYCOMING,PA,2772764,Post Office,Jersey Shore Post Office,Lycoming,41.2029337,-77.2549337,166,1,41.2029337,-77.2549337,1770-1820,for business
LIVINGSTON,LIVINGSTON,NY,COLUMBIA,Columbia,1805,NA,TRUE,33268,TRUE,TRUE,LIVINGSTON,COLUMBIA,NY,2795478,Post Office,Livingston Post Office,Columbia,42.1423805,-73.7787395,60,1,42.1423805,-73.7787395,1770-1820,for business
CANADAWAY,CANADAWAY,NY,CHAUTAUQUA,Chautauqua,1806,1817,TRUE,8667,TRUE,TRUE,CANADAWAY,CHAUTAUQUA,NY,950652,Populated Place,Canadaway,Chautauqua,42.4400576,-79.3317105,220,1,42.4400576,-79.3317105,1770-1820,1770-1820
CAUGHNAWAGA,CAUGHNAWAGA,NY,MONTGOMERY,Montgomery,1806,1836,TRUE,9459,TRUE,TRUE,CAUGHNAWAGA,MONTGOMERY,NY,950363,Populated Place,Caughnawaga,Montgomery,42.9545179,-74.3765241,90,1,42.9545179,-74.3765241,1770-1820,1821-1870
CHAUMONT,CHAUMONT,NY,JEFFERSON,Jefferson,1806,NA,TRUE,10270,TRUE,TRUE,CHAUMONT,JEFFERSON,NY,2617861,Post Office,Chaumont Post Office,Jefferson,44.0671642,-76.1298046,88,1,44.0671642,-76.1298046,1770-1820,for business
YELLOW BANKS,YELLOW BANKS,KY,DAVIESS,Daviess,1806,1816,TRUE,123468,TRUE,TRUE,YELLOW BANKS,DAVIESS,KY,500082,Populated Place,Yellow Banks,Daviess,37.77422,-87.11333,121,1,37.77422,-87.11333,1770-1820,1770-1820
NANTICOKE,NANTICOKE,NY,BROOME,Broome,1807,1954,FALSE,39568,TRUE,TRUE,NANTICOKE,BROOME,NY,958247,Populated Place,Nanticoke,Broome,42.2747964,-76.0540917,332,1,42.2747964,-76.0540917,1770-1820,1921-2000
SMITHSBORO,SMITHSBORO(UGH),NY,TIOGA,Tioga,1807,NA,TRUE,53345,TRUE,TRUE,SMITHSBOROUGH,TIOGA,NY,965524,Populated Place,Smithsborough,Tioga,42.0339631,-76.4002163,245,1,42.0339631,-76.4002163,1770-1820,for business
SPRINGFIELD,SPRINGFIELD,NY,OTSEGO,Otsego,1807,1913,TRUE,54707,TRUE,TRUE,SPRINGFIELD,OTSEGO,NY,966096,Populated Place,Springfield,Otsego,42.8361841,-74.8534838,415,1,42.8361841,-74.8534838,1770-1820,1871-1920
GREENWICH,GREENWICH,NY,WASHINGTON,Washington,1808,NA,TRUE,23945,TRUE,TRUE,GREENWICH,WASHINGTON,NY,2598340,Post Office,Greenwich Post Office,Washington,43.0885773,-73.4971366,107,1,43.0885773,-73.4971366,1770-1820,for business
SPENCER,SPENCER,NY,TIOGA,Tioga,1808,NA,FALSE,54467,TRUE,TRUE,SPENCER,TIOGA,NY,2795858,Post Office,Spencer Post Office,Tioga,42.2220344,-76.4944205,303,1,42.2220344,-76.4944205,1770-1820,for business
CALEDONIA,CALEDONIA,NY,LIVINGSTON,Livingston,1809,NA,FALSE,8354,TRUE,TRUE,CALEDONIA,LIVINGSTON,NY,2598810,Post Office,Caledonia Post Office,Livingston,42.9757033,-77.8535738,199,1,42.9757033,-77.8535738,1770-1820,for business
STERLING,STERLING,CT,WINDHAM,Windham,1809,NA,TRUE,55235,TRUE,TRUE,STERLING,WINDHAM,CT,1924772,Post Office,Sterling Post Office,Windham,41.7071415,-71.8298942,91,1,41.7071415,-71.8298942,1770-1820,for business
CAMILLUS,CAMILLUS,NY,ONONDAGA,Onondaga,1810,NA,FALSE,8530,TRUE,TRUE,CAMILLUS,ONONDAGA,NY,2617840,Post Office,Camillus Post Office,Onondaga,43.0390444,-76.2753369,182,1,43.0390444,-76.2753369,1770-1820,for business
JEFFRESS' STORE,JEFFRESS' STORE,VA,NOTTOWAY,Nottoway,1810,1895,FALSE,91413,TRUE,TRUE,JEFFRESS STORE,NOTTOWAY,VA,1468664,Locale,Jeffress Store,Nottoway,37.1171,-78.18916,164,1,37.1171,-78.18916,1770-1820,1871-1920
NEWTOWN,NEWTOWN,MD,WORCESTER,Worcester,1810,1878,TRUE,102459,TRUE,TRUE,NEWTOWN,WORCESTER,MD,1668995,Post Office,Newtown Post Office,Worcester,38.07481,-75.56735,3,1,38.07481,-75.56735,1770-1820,1871-1920
CANTERBURY,CANTERBURY,NY,ORANGE,Orange,1811,1849,TRUE,8794,TRUE,TRUE,CANTERBURY,ORANGE,NY,979684,Populated Place,Canterbury,Orange,41.444816,-74.0156961,49,1,41.444816,-74.0156961,1770-1820,1821-1870
WALNUT HILLS,WALNUT HILLS,MS,WARREN,Warren,1811,1823,TRUE,60175,TRUE,TRUE,WALNUT HILLS,WARREN,MS,679216,Populated Place,Walnut Hills,Warren,32.3526457,-90.8778821,74,1,32.3526457,-90.8778821,1770-1820,1821-1870
WATERFORD,WATERFORD,PA,JUNIATA,Juniata,1811,1828,TRUE,60584,TRUE,TRUE,WATERFORD,JUNIATA,PA,1173900,Populated Place,Waterford,Juniata,40.3703586,-77.6047123,193,1,40.3703586,-77.6047123,1770-1820,1821-1870
DERBY CREEK,DERBY CREEK,OH,MADISON,Madison,1811,1823,TRUE,78281,TRUE,TRUE,DERBY CREEK,MADISON,OH,1084504,Post Office,Derby Creek Post Office,Madison,40.10678,-83.26811,283,1,40.10678,-83.26811,1770-1820,1821-1870
FREDERICRTOWN,FREDERICRTOWN,OH,KNOX,Knox,1811,NA,TRUE,83792,TRUE,TRUE,FREDERICKTOWN,KNOX,OH,2021071,Post Office,Fredericktown Post Office,Knox,40.48299,-82.54242,336,0.9230769,40.48299,-82.54242,1770-1820,for business
KIRKS MILLS,KIRK(')S MILLS,PA,LANCASTER,Lancaster,1812,1914,TRUE,30646,TRUE,TRUE,KIRKS MILLS,LANCASTER,PA,1214444,Post Office,Kirks Mills Post Office (historical),Lancaster,39.7553847,-76.1060615,92,1,39.7553847,-76.1060615,1770-1820,1871-1920
PARMA,PARMA,NY,MONROE,Monroe,1812,1905,TRUE,43909,TRUE,TRUE,PARMA,MONROE,NY,959937,Populated Place,Parma,Monroe,43.2183943,-77.7919527,132,1,43.2183943,-77.7919527,1770-1820,1871-1920
DEER PARK,DEER PARK,OH,HAMILTON,Hamilton,1812,1916,TRUE,77943,TRUE,TRUE,DEER PARK,HAMILTON,OH,1989627,Post Office,Deer Park Post Office (historical),Hamilton,39.20561,-84.39438,265,1,39.20561,-84.39438,1770-1820,1871-1920
MOUTH OF BLACK RIVER,MOUTH OF BLACK RIVER,OH,LORAIN,Lorain,1812,1831,TRUE,100928,TRUE,TRUE,MOUTH OF BLACK RIVER,LORAIN,OH,2026548,Post Office,Mouth of Black River Post Office,Lorain,41.45282,-82.18321,186,1,41.45282,-82.18321,1770-1820,1821-1870
HARMONY,HARMONY,NJ,WARREN,Warren,1813,1916,TRUE,25174,TRUE,TRUE,HARMONY,WARREN,NJ,876956,Populated Place,Harmony,Warren,40.746765,-75.1373974,147,1,40.746765,-75.1373974,1770-1820,1871-1920
OPPENHEIM,OPPENHEIM,NY,FULTON,Fulton,1813,1907,TRUE,42796,TRUE,TRUE,OPPENHEIM,FULTON,NY,959421,Populated Place,Oppenheim,Fulton,43.0722932,-74.6926462,334,1,43.0722932,-74.6926462,1770-1820,1871-1920
PHILIPSBURG,PHILIPSBURG(H),PA,CENTRE,Centre,1813,NA,TRUE,44878,TRUE,TRUE,PHILIPSBURG,CENTRE,PA,2772909,Post Office,Philipsburg Post Office,Centre,40.8967169,-78.2213412,439,1,40.8967169,-78.2213412,1770-1820,for business
SOUTH CANAAN,SOUTH CANAAN,CT,LITCHFIELD,Litchfield,1813,1902,TRUE,53796,TRUE,TRUE,SOUTH CANAAN,LITCHFIELD,CT,212568,Populated Place,South Canaan,Litchfield,41.9617602,-73.3334513,200,1,41.9617602,-73.3334513,1770-1820,1871-1920
DRUMORE,DRUMORE (1),PA,LANCASTER,Lancaster,1815,1815,TRUE,16030,TRUE,TRUE,DRUMORE,LANCASTER,PA,2779914,Post Office,Drumore Post Office,Lancaster,39.8310734,-76.2642877,195,1,39.8310734,-76.2642877,1770-1820,1770-1820
EDWARDS,EDWARDS,MA,HAMPDEN,Hampden,1815,1815,TRUE,17695,TRUE,TRUE,EDWARDS,HAMPDEN,MA,1977949,Post Office,Edwards Post Office,Hampden,42.2758856,-72.9742648,175,1,42.2758856,-72.9742648,1770-1820,1770-1820
MEXICO,MEXICO,PA,JUNIATA,Juniata,1815,NA,TRUE,37034,TRUE,TRUE,MEXICO,JUNIATA,PA,2773203,Post Office,Mexico Post Office,Juniata,40.5368342,-77.3529257,131,1,40.5368342,-77.3529257,1770-1820,for business
ORWELL,ORWELL,PA,BRADFORD,Bradford,1815,1957,TRUE,43042,TRUE,TRUE,ORWELL,BRADFORD,PA,1204336,Populated Place,Orwell,Bradford,41.8839637,-76.2771561,456,1,41.8839637,-76.2771561,1770-1820,1921-2000
YELLOW SPRING,YELLOW SPRING,PA,BLAIR,Blair,1815,1906,TRUE,63967,TRUE,TRUE,YELLOW SPRING,BLAIR,PA,1205004,Populated Place,Yellow Spring,Blair,40.517293,-78.2066768,293,1,40.517293,-78.2066768,1770-1820,1871-1920
FALLING WATERS,FALLING WATERS,WV,BERKELEY,Berkeley,1815,NA,FALSE,82035,TRUE,TRUE,FALLING WATERS,BERKELEY,WV,1727422,Post Office,Falling Waters Post Office,Berkeley,39.59038,-77.85678,159,1,39.59038,-77.85678,1770-1820,for business
RISING SUN,RISING SUN,IN,OHIO,Ohio,1815,NA,TRUE,109730,TRUE,TRUE,RISING SUN,OHIO,IN,2794695,Post Office,Rising Sun Post Office,Ohio,38.94979,-84.85366,153,1,38.94979,-84.85366,1770-1820,for business
WHITE PLAINS,WHITE PLAINS,VA,BRUNSWICK,Brunswick,1815,NA,FALSE,121846,TRUE,TRUE,WHITE PLAINS,BRUNSWICK,VA,2767268,Post Office,White Plains Post Office,Brunswick,36.64456,-77.95829,108,1,36.64456,-77.95829,1770-1820,for business
EPHRATA,EPHRATA(H),PA,LANCASTER,Lancaster,1816,NA,TRUE,18616,TRUE,TRUE,EPHRATA,LANCASTER,PA,1214375,Post Office,Ephrata Post Office (historical),Lancaster,40.1798165,-76.1788391,109,1,40.1798165,-76.1788391,1770-1820,for business
JACKSON,JACKSON,NY,WASHINGTON,Washington,1816,1865,TRUE,28933,TRUE,TRUE,JACKSON,WASHINGTON,NY,979101,Civil,Town of Jackson,Washington,43.0875269,-73.377814,191,1,43.0875269,-73.377814,1770-1820,1821-1870
PAXTON,PAXTON,MA,WORCESTER,Worcester,1816,1956,TRUE,44157,TRUE,TRUE,PAXTON,WORCESTER,MA,610250,Populated Place,Paxton,Worcester,42.311203,-71.9281295,345,1,42.311203,-71.9281295,1770-1820,1921-2000
IRVILLE,IRVILLE,OH,MUSKINGUM,Muskingum,1816,1902,FALSE,90919,TRUE,TRUE,IRVILLE,MUSKINGUM,OH,2039680,Post Office,Irville Post Office (historical),Muskingum,40.04868,-82.12764,243,1,40.04868,-82.12764,1770-1820,1871-1920
KNOXVILLE,KNOXVILLE,OH,JEFFERSON,Jefferson,1816,1907,TRUE,93093,TRUE,TRUE,KNOXVILLE,JEFFERSON,OH,2015498,Post Office,Knoxville Post Office (historical),Jefferson,40.49173,-80.68035,391,1,40.49173,-80.68035,1770-1820,1871-1920
PETERSTOWN,PETERSTOWN,WV,MONROE,Monroe,1816,NA,FALSE,105978,TRUE,TRUE,PETERSTOWN,MONROE,WV,2774604,Post Office,Peterstown Post Office,Monroe,37.39753,-80.79999,492,1,37.39753,-80.79999,1770-1820,for business
ALBURGH,ALBURGH (1),VT,GRAND ISLE,Grand Isle,1817,1869,TRUE,559,TRUE,TRUE,ALBURGH,GRAND ISLE,VT,1918502,Post Office,Alburgh Post Office,Grand Isle,44.9756837,-73.3009018,37,1,44.9756837,-73.3009018,1770-1820,1821-1870
BIRMINGHAM,BIRMINGHAM,PA,HUNTINGDON,Huntingdon,1817,1958,TRUE,5032,TRUE,TRUE,BIRMINGHAM,HUNTINGDON,PA,1169666,Populated Place,Birmingham,Huntingdon,40.6478421,-78.1952892,297,1,40.6478421,-78.1952892,1770-1820,1921-2000
COFFEEVILLE,COFFEEVILLE,AL,CLARKE,Clarke,1817,NA,FALSE,11708,TRUE,TRUE,COFFEEVILLE,CLARKE,AL,2789095,Post Office,Coffeeville Post Office,Clarke,31.7585251,-88.0884768,54,1,31.7585251,-88.0884768,1770-1820,for business
ORLEAN,ORLEAN,VA,FAUQUIER,Fauquier,1817,NA,FALSE,104291,TRUE,TRUE,ORLEAN,FAUQUIER,VA,1749408,Post Office,Orlean Post Office,Fauquier,38.75233,-77.96395,185,1,38.75233,-77.96395,1770-1820,for business
SINKING SPRING,SINKING SPRING,OH,HIGHLAND,Highland,1817,NA,TRUE,113649,TRUE,TRUE,SINKING SPRING,HIGHLAND,OH,2009704,Post Office,Sinking Spring Post Office,Highland,39.07257,-83.38694,262,1,39.07257,-83.38694,1770-1820,for business
AUSTERLITZ,AUSTERLITZ,NY,COLUMBIA,Columbia,1818,NA,TRUE,2314,TRUE,TRUE,AUSTERLITZ,COLUMBIA,NY,2795560,Post Office,Austerlitz Post Office,Columbia,42.3098351,-73.4730565,341,1,42.3098351,-73.4730565,1770-1820,for business
BLACK WARRIOR,BLACK WARRIOR,AL,TUSCALOOSA,Tuscaloosa,1818,1822,TRUE,5174,TRUE,TRUE,BLACK WARRIOR,TUSCALOOSA,AL,153742,Populated Place,Black Warrior Town,Tuscaloosa,33.2098407,-87.5691735,69,NA,33.2098407,-87.5691735,1770-1820,1821-1870
HOPKINTON,HOPKINTON,MA,MIDDLESEX,Middlesex,1818,NA,TRUE,27447,TRUE,TRUE,HOPKINTON,MIDDLESEX,MA,1972873,Post Office,Hopkinton Post Office,Middlesex,42.2295331,-71.522773,130,1,42.2295331,-71.522773,1770-1820,for business
KETCHAM'S CORNERS,KETCHAM'S CORNERS,NY,SARATOGA,Saratoga,1818,1860,TRUE,30296,TRUE,TRUE,KETCHAM'S CORNERS,SARATOGA,NY,954560,Populated Place,Ketcham's Corners,Saratoga,43.0100759,-73.6945628,123,1,43.0100759,-73.6945628,1770-1820,1821-1870
LOUTRE  ISLAND,LOUTRE  ISLAND,MO,MONTGOMERY,Montgomery/Warren,1818,1894,FALSE,33981,TRUE,TRUE,LOUTRE ISLAND,MONTGOMERY,MO,721616,Cemetery,Loutre Island Cemetery,Montgomery,38.7550029,-91.4688244,167,0.928571429,38.7550029,-91.4688244,1770-1820,1871-1920
PERRYOPOLIS,PERRYOPOLIS,PA,FAYETTE,Fayette,1818,NA,TRUE,44680,TRUE,TRUE,PERRYOPOLIS,FAYETTE,PA,2779882,Post Office,Perryopolis Post Office,Fayette,40.0865247,-79.7488982,303,1,40.0865247,-79.7488982,1770-1820,for business
POWNAL,POWNAL (1),ME,CUMBERLAND,Cumberland,1818,1906,TRUE,46606,TRUE,TRUE,POWNAL,CUMBERLAND,ME,2768944,Post Office,Pownal Post Office,Cumberland,43.9046959,-70.2314379,47,1,43.9046959,-70.2314379,1770-1820,1871-1920
UPTON,UPTON,MA,WORCESTER,Worcester,1818,NA,TRUE,58950,TRUE,TRUE,UPTON,WORCESTER,MA,1980551,Post Office,Upton Post Office,Worcester,42.1695734,-71.6202152,95,1,42.1695734,-71.6202152,1770-1820,for business
COURTLAND,COURTLAND,AL,LAWRENCE,Lawrence,1819,NA,FALSE,12974,TRUE,TRUE,COURTLAND,LAWRENCE,AL,166625,Post Office,Courtland Post Office,Lawrence,34.6678497,-87.3115551,171,1,34.6678497,-87.3115551,1770-1820,for business
CRANBERRY CREEK,CRANBERRY CREEK,NY,FULTON,Fulton,1819,1930,FALSE,13208,TRUE,TRUE,CRANBERRY CREEK,FULTON,NY,947654,Populated Place,Cranberry Creek,Fulton,43.1556279,-74.2195776,242,1,43.1556279,-74.2195776,1770-1820,1921-2000
ELIZABETH,ELIZABETH,PA,ALLEGHENY,Allegheny,1819,NA,TRUE,17950,TRUE,TRUE,ELIZABETH,ALLEGHENY,PA,2431877,Post Office,Elizabeth Post Office,Allegheny,40.271362,-79.8887525,229,1,40.271362,-79.8887525,1770-1820,for business
SCOTTSVILLE,SCOTTSVILLE,NY,MONROE,Monroe,1819,NA,TRUE,51546,TRUE,TRUE,SCOTTSVILLE,MONROE,NY,2618114,Post Office,Scottsville Post Office,Monroe,43.0205364,-77.7487473,171,1,43.0205364,-77.7487473,1770-1820,for business
FARMINGTON,FARMINGTON,OH,TRUMBULL,Trumbull,1819,1903,FALSE,82214,TRUE,TRUE,FARMINGTON,TRUMBULL,OH,2056258,Post Office,Farmington Post Office,Trumbull,41.39027,-80.971,268,1,41.39027,-80.971,1770-1820,1871-1920
POINDEXTERS STORE,POINDEXTER(')S STORE,VA,LOUISA,Louisa,1819,1894,TRUE,107023,TRUE,TRUE,POINDEXTER'S STORE,LOUISA,VA,1759826,Post Office,Poindexter's Store Post Office,Louisa,38.00153,-78.14472,121,1,38.00153,-78.14472,1770-1820,1871-1920
WEST POINT,WEST POINT,KY,HARDIN,Hardin,1819,NA,TRUE,121362,TRUE,TRUE,WEST POINT,HARDIN,KY,2460373,Post Office,West Point Post Office,Hardin,37.99901,-85.94816,132,1,37.99901,-85.94816,1770-1820,for business
