name,orig_name,state,county1,orig_county,established,discontinued,continuous,id,coordinates,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
PRAG,PRAG,KS,RAWLINS,Rawlins,1876,1879,TRUE,154583,TRUE,TRUE,PRAG,RAWLINS,KS,470997,Populated Place,Prag,Rawlins,39.85556,-100.9599,848,1,39.85556,-100.9599,1871-1920,1871-1920
QUINN,QUINN,OR,COLUMBIA,Columbia,1876,1909,TRUE,155065,TRUE,TRUE,QUINN,COLUMBIA,OR,1164621,Post Office,Quinn Post Office (historical),Columbia,46.1665,-123.1846,2,1,46.1665,-123.1846,1871-1920,1871-1920
SAVANNA,SAVANNA,OK,PITTSBURG,Pittsburg,1876,NA,TRUE,157891,TRUE,TRUE,SAVANNA,PITTSBURG,OK,1818592,Post Office,Savanna Post Office,Pittsburg,34.82888,-95.84403,224,1,34.82888,-95.84403,1871-1920,for business
CAPE ROSIER,CAPE ROSIER,ME,HANCOCK,Hancock,1877,1961,TRUE,8853,TRUE,TRUE,CAPE ROSIER,HANCOCK,ME,579174,Populated Place,Cape Rosier,Hancock,44.3314667,-68.7989184,15,1,44.3314667,-68.7989184,1871-1920,1921-2000
ETNA,ETNA,NJ,BERGEN,Bergen,1877,1909,TRUE,18872,TRUE,TRUE,ETNA,BERGEN,NJ,876186,Populated Place,Etna,Bergen,40.976209,-74.0262505,15,1,40.976209,-74.0262505,1871-1920,1871-1920
KEENERS,KEENERS,MO,WAYNE,Wayne,1877,1879,TRUE,29995,TRUE,TRUE,KEENER,WAYNE,MO,750563,Populated Place,Keener,Wayne,36.9292197,-90.5251148,127,0.857142857,36.9292197,-90.5251148,1871-1920,1871-1920
NEW BROOKLYN,NEW BROOKLYN,NJ,MIDDLESEX,Middlesex,1877,1887,TRUE,40075,TRUE,TRUE,NEW BROOKLYN,MIDDLESEX,NJ,880744,Populated Place,New Brooklyn,Middlesex,40.5792701,-74.4115401,21,1,40.5792701,-74.4115401,1871-1920,1871-1920
SHIMERS,SHIMERS,NJ,WARREN,Warren,1877,1911,TRUE,52465,TRUE,TRUE,SHIMER,WARREN,NJ,880556,School,Shimer School,Warren,40.6734327,-75.1565638,88,0.857142857,40.6734327,-75.1565638,1871-1920,1871-1920
SOUTH FORK,SOUTH FORK,AR,FULTON,Fulton,1877,1925,TRUE,53905,TRUE,TRUE,SOUTH FORK,FULTON,AR,66581,Civil,Township of South Fork,Fulton,36.3922136,-91.7276556,187,NA,36.3922136,-91.7276556,1871-1920,1921-2000
SWEET HOME,SWEET HOME,AR,PULASKI,Pulaski,1877,NA,FALSE,56325,TRUE,TRUE,SWEET HOME,PULASKI,AR,84427,Post Office,Sweet Home Post Office,Pulaski,34.6858076,-92.2378781,81,1,34.6858076,-92.2378781,1871-1920,for business
WALTON,WALTON,MS,LAFAYETTE,Lafayette,1877,1906,TRUE,60231,TRUE,TRUE,WALTON,LAFAYETTE,MS,704904,Locale,Walton (historical),Lafayette,34.427326,-89.2556286,129,1,34.427326,-89.2556286,1871-1920,1871-1920
EDGEFIELD,EDGEFIELD,OH,FAYETTE,Fayette,1877,1914,TRUE,80206,TRUE,TRUE,EDGEFIELD,FAYETTE,OH,1985348,Post Office,Edgefield Post Office (historical),Fayette,39.61395,-83.64437,324,1,39.61395,-83.64437,1871-1920,1871-1920
EUBANKS STATION,EUBANKS STATION,KY,PULASKI,Pulaski,1877,1880,TRUE,81563,TRUE,TRUE,EUBANKS,PULASKI,KY,491825,Cemetery,Eubanks Cemetery,Pulaski,37.21313,-84.64688,341,1,37.21313,-84.64688,1871-1920,1871-1920
LUELLA,LUELLA,IA,POCAHONTAS,Pocahontas,1877,1881,TRUE,96314,TRUE,TRUE,LUELLA,POCAHONTAS,IA,1925310,Post Office,Luella Post Office (historical),Pocahontas,42.82081,-94.74998,384,1,42.82081,-94.74998,1871-1920,1871-1920
PARKINS MILL,PARKIN(')S MILL,VA,FREDERICK,Frederick,1877,1902,FALSE,105179,TRUE,TRUE,PARKINS MILL,FREDERICK,VA,1499842,Populated Place,Parkins Mill,Frederick,39.10705,-78.15694,192,1,39.10705,-78.15694,1871-1920,1871-1920
PORCUPINE,PORCUPINE,WI,PEPIN,Pepin,1877,1907,TRUE,107323,TRUE,TRUE,PORCUPINE,PEPIN,WI,1571783,Populated Place,Porcupine,Pepin,44.58386,-92.09573,238,1,44.58386,-92.09573,1871-1920,1871-1920
PULLENS,PULLEN(')S,VA,PITTSYLVANIA,Pittsylvania,1877,1904,TRUE,108067,TRUE,TRUE,PULLENS,PITTSYLVANIA,VA,1497108,Populated Place,Pullens,Pittsylvania,36.93487,-79.49864,264,1,36.93487,-79.49864,1871-1920,1871-1920
SAINT JOSEPH,SAINT JOSEPH,WV,MARSHALL,Marshall,1877,1908,TRUE,111481,TRUE,TRUE,SAINT JOSEPH,MARSHALL,WV,1546246,Populated Place,Saint Joseph,Marshall,39.73036,-80.71314,427,1,39.73036,-80.71314,1871-1920,1871-1920
STORY,STORY,IA,STORY,Story,1877,1878,TRUE,115760,TRUE,TRUE,STORY,STORY,IA,1999110,Post Office,Story Post Office,Story,42.16665,-93.34187,326,1,42.16665,-93.34187,1871-1920,1871-1920
TRACY,TRACY,MN,LYON,Lyon,1877,NA,TRUE,117917,TRUE,TRUE,TRACY,LYON,MN,2064309,Post Office,Tracy Post Office,Lyon,44.23217,-95.61987,426,1,44.23217,-95.61987,1871-1920,for business
WESTFIELD,WESTFIELD,IA,PLYMOUTH,Plymouth,1877,NA,TRUE,121472,TRUE,TRUE,WESTFIELD,PLYMOUTH,IA,1906877,Post Office,Westfield Post Office,Plymouth,42.7562,-96.60357,348,1,42.7562,-96.60357,1871-1920,for business
WINONA FURNACE,WINONA FURNACE,OH,HOCKING,Hocking,1877,1900,TRUE,122686,TRUE,TRUE,WINONA FURNACE,HOCKING,OH,1067408,Populated Place,Winona Furnace,Hocking,39.59229,-82.33876,229,1,39.59229,-82.33876,1871-1920,1871-1920
CLEAR DALE,CLEAR DALE,KS,SUMNER,Sumner,1877,1900,TRUE,131353,TRUE,TRUE,CLEAR DALE,SUMNER,KS,482649,Locale,Clear Dale (historical),Sumner,37.1153,-97.27393,377,1,37.1153,-97.27393,1871-1920,1871-1920
HALF WAY,HALF WAY,KS,CLOUD,Cloud,1877,1900,TRUE,140169,TRUE,TRUE,HALF WAY,CLOUD,KS,482101,Locale,Half Way (historical),Cloud,39.48111,-97.89171,478,1,39.48111,-97.89171,1871-1920,1871-1920
HINER,HINER,TX,PARKER,Parker,1877,1896,TRUE,141572,TRUE,TRUE,HINER,PARKER,TX,1337828,Cemetery,Hiner Cemetery,Parker,32.63253,-97.90556,230,1,32.63253,-97.90556,1871-1920,1871-1920
KEENE,KEENE,KS,WABAUNSEE,Wabaunsee,1877,1901,TRUE,143822,TRUE,TRUE,KEENE,WABAUNSEE,KS,484791,Populated Place,Keene,Wabaunsee,38.9575,-96.03916,352,1,38.9575,-96.03916,1871-1920,1871-1920
KOLOKO,KOLOKO,KS,WASHINGTON,Washington,1877,1891,TRUE,144512,TRUE,TRUE,KOLOKO,WASHINGTON,KS,482683,Locale,Koloko (historical),Washington,39.65306,-96.97752,429,1,39.65306,-96.97752,1871-1920,1871-1920
NORWALK,NORWALK,CA,LOS ANGELES,Los Angeles,1877,NA,TRUE,151303,TRUE,TRUE,NORWALK,LOS ANGELES,CA,2780958,Post Office,Norwalk Post Office,Los Angeles,33.90412,-118.0786,28,1,33.90412,-118.0786,1871-1920,for business
OAK FOREST,OAK FOREST,TX,GONZALES,Gonzales,1877,1925,TRUE,151426,TRUE,TRUE,OAK FOREST,GONZALES,TX,1342960,Populated Place,Oak Forest,Gonzales,29.49885,-97.58472,106,1,29.49885,-97.58472,1871-1920,1921-2000
SHARON,SHARON,SD,HUTCHINSON,Hutchinson,1877,1883,TRUE,158457,TRUE,TRUE,SHARON,HUTCHINSON,SD,1263341,Locale,Sharon (historical),Hutchinson,43.22805,-97.83007,419,1,43.22805,-97.83007,1871-1920,1871-1920
SHERMAN,SHERMAN,CO,HINSDALE,Hinsdale,1877,1898,FALSE,158626,TRUE,TRUE,SHERMAN,HINSDALE,CO,187431,Locale,Sherman,Hinsdale,37.90278,-107.4228,2914,1,37.90278,-107.4228,1871-1920,1871-1920
STANWOOD,STANWOOD,WA,SNOHOMISH,Snohomish,1877,NA,TRUE,159984,TRUE,TRUE,STANWOOD,SNOHOMISH,WA,2607029,Post Office,Stanwood Post Office,Snohomish,48.24272,-122.3583,3,1,48.24272,-122.3583,1871-1920,for business
ACKLEY STATION,ACKLEY STATION,PA,WARREN,Warren,1878,1904,TRUE,135,TRUE,TRUE,ACKLEY STATION,WARREN,PA,1214604,Post Office,Ackley Station Post Office (historical),Warren,41.9647809,-79.1308791,378,1,41.9647809,-79.1308791,1871-1920,1871-1920
AYRES,AYRES,AL,JEFFERSON,Jefferson,1878,1901,TRUE,2484,TRUE,TRUE,AYRES,JEFFERSON,AL,156009,Populated Place,Ayres,Jefferson,33.7314895,-86.5635978,317,1,33.7314895,-86.5635978,1871-1920,1871-1920
BIG ROCK,BIG ROCK,TN,STEWART,Stewart,1878,NA,TRUE,4845,TRUE,TRUE,BIG ROCK,STEWART,TN,1649744,Post Office,Big Rock Post Office,Stewart,36.5813382,-87.759524,162,1,36.5813382,-87.759524,1871-1920,for business
DAYTON,DAYTON,TN,RHEA,Rhea,1878,NA,TRUE,14500,TRUE,TRUE,DAYTON,RHEA,TN,1651381,Post Office,Dayton Post Office,Rhea,35.4946402,-85.0142758,215,1,35.4946402,-85.0142758,1871-1920,for business
EVENSVILLE,EVENSVILLE,TN,RHEA,Rhea,1878,NA,TRUE,19078,TRUE,TRUE,EVENSVILLE,RHEA,TN,1651382,Post Office,Evensville Post Office,Rhea,35.5796796,-84.9392073,240,1,35.5796796,-84.9392073,1871-1920,for business
FARMINGDALE,FARMINGDALE,TN,BLEDSOE,Bledsoe,1878,1904,TRUE,19619,TRUE,TRUE,FARMINGDALE,BLEDSOE,TN,1314660,Populated Place,Farmingdale,Bledsoe,35.7461788,-85.1777396,530,1,35.7461788,-85.1777396,1871-1920,1871-1920
FERN CLIFF,FERN CLIFF,AL,JACKSON,Jackson,1878,1890,FALSE,19869,TRUE,TRUE,FERNCLIFF,JACKSON,AL,139163,Populated Place,Ferncliff (historical),Jackson,34.6195295,-85.9680328,419,0.9,34.6195295,-85.9680328,1871-1920,1871-1920
HENAGAR,HENAGAR,AL,DEKALB,De Kalb,1878,NA,TRUE,26061,TRUE,TRUE,HENAGAR,DEKALB,AL,168474,Post Office,Henagar Post Office,DeKalb,34.6321004,-85.7450924,452,1,34.6321004,-85.7450924,1871-1920,for business
HOPEDALE,HOPEDALE,AR,DESHA,Desha,1878,1892,FALSE,27386,TRUE,TRUE,HOPEDALE,DESHA,AR,63826,Populated Place,Hopedale (historical),Desha,33.7917723,-91.4662337,47,1,33.7917723,-91.4662337,1871-1920,1871-1920
KEYSVILLE,KEYSVILLE,FL,HILLSBOROUGH,Hillsboro,1878,1956,TRUE,30348,TRUE,TRUE,KEYSVILLE,HILLSBOROUGH,FL,285093,Populated Place,Keysville,Hillsborough,27.8691931,-82.0956424,29,1,27.8691931,-82.0956424,1871-1920,1921-2000
LOCKVILLE,LOCKVILLE,GA,CARROLL,Carroll,1878,1883,TRUE,33380,TRUE,TRUE,SACKVILLE,CARROLL,GA,349705,School,Sackville School (historical),Carroll,33.5589993,-85.1874472,359,0.777777778,33.5589993,-85.1874472,1871-1920,1871-1920
LONG ISLAND,LONG ISLAND,ME,CUMBERLAND,Cumberland,1878,NA,FALSE,33651,TRUE,TRUE,LONG ISLAND,CUMBERLAND,ME,2768951,Post Office,Long Island Post Office,Cumberland,43.689124,-70.1678916,7,1,43.689124,-70.1678916,1871-1920,for business
MILAN,MILAN,TN,GIBSON,Gibson,1878,NA,TRUE,37259,TRUE,TRUE,MILAN,GIBSON,TN,1651867,Post Office,Milan Post Office,Gibson,35.9191582,-88.7579379,129,1,35.9191582,-88.7579379,1871-1920,for business
MUNCY VALLEY,MUNCY VALLEY,PA,SULLIVAN,Sullivan,1878,NA,TRUE,39329,TRUE,TRUE,MUNCY VALLEY,SULLIVAN,PA,2773219,Post Office,Muncy Valley Post Office,Sullivan,41.3437966,-76.5864332,264,1,41.3437966,-76.5864332,1871-1920,for business
NORTH CONSTANTIA,NORTH CONSTANTIA,NY,OSWEGO,Oswego,1878,1903,TRUE,41116,TRUE,TRUE,NORTH CONSTANTIA,OSWEGO,NY,958757,Populated Place,North Constantia,Oswego,43.3425694,-75.9968633,166,1,43.3425694,-75.9968633,1871-1920,1871-1920
PARKERS STORE,PARKERS STORE,AR,PULASKI,Pulaski,1878,1906,TRUE,43844,TRUE,TRUE,PARKERS STORE,PULASKI,AR,77954,Populated Place,Parkers Store,Pulaski,34.6184265,-92.3157074,130,1,34.6184265,-92.3157074,1871-1920,1871-1920
POND CREEK,POND CREEK,TN,CHEATHAM,Cheatham,1878,1882,TRUE,46139,TRUE,TRUE,POND CREEK,CHEATHAM,TN,1317244,School,Pond Creek School (historical),Cheatham,36.175057,-86.9961136,134,1,36.175057,-86.9961136,1871-1920,1871-1920
ROCK HILL,ROCK HILL,PA,LANCASTER,Lancaster,1878,1903,TRUE,49169,TRUE,TRUE,OAK HILL,LANCASTER,PA,1214440,Post Office,Oak Hill Post Office (historical),Lancaster,39.782051,-76.0896724,142,0.777777778,39.782051,-76.0896724,1871-1920,1871-1920
SIX MILE,SIX MILE,SC,PICKENS,Pickens,1878,NA,FALSE,53039,TRUE,TRUE,SIX MILE,PICKENS,SC,1226654,Populated Place,Six Mile,Pickens,34.8073296,-82.8206976,312,1,34.8073296,-82.8206976,1871-1920,for business
TALMAGE,TALMAGE,MO,NEWTON,Newton,1878,1895,TRUE,56636,TRUE,TRUE,TALMAGE,NEWTON,MO,740062,Populated Place,Talmage,Newton,37.0120056,-94.0907693,375,1,37.0120056,-94.0907693,1871-1920,1871-1920
UPPER DAM,UPPER DAM,ME,OXFORD,Oxford,1878,1950,FALSE,58901,TRUE,TRUE,UPPER DAM,OXFORD,ME,577587,Populated Place,Upper Dam,Oxford,44.8839428,-70.8617378,448,1,44.8839428,-70.8617378,1871-1920,1921-2000
CLARENCE,CLARENCE,IL,FORD,Ford,1878,NA,TRUE,74445,TRUE,TRUE,CLARENCE,FORD,IL,406143,Populated Place,Clarence,Ford,40.46392,-87.97087,232,1,40.46392,-87.97087,1871-1920,for business
FOUNTAIN CITY,FOUNTAIN CITY,IN,WAYNE,Wayne,1878,NA,TRUE,83509,TRUE,TRUE,FOUNTAIN CITY,WAYNE,IN,2794807,Post Office,Fountain City Post Office,Wayne,39.95483,-84.91814,336,1,39.95483,-84.91814,1871-1920,for business
FREEPORT,FREEPORT,VA,GLOUCESTER,Gloucester,1878,1965,TRUE,83884,TRUE,TRUE,FREEPORT,GLOUCESTER,VA,1499452,Populated Place,Freeport,Gloucester,37.53958,-76.50717,9,1,37.53958,-76.50717,1871-1920,1921-2000
GILMAN,GILMAN,IN,MADISON,Madison,1878,1909,TRUE,84968,TRUE,TRUE,GILMAN,MADISON,IN,435078,Populated Place,Gilman,Madison,40.23449,-85.57831,275,1,40.23449,-85.57831,1871-1920,1871-1920
GUNSTON,GUNSTON,VA,FAIRFAX,Fairfax,1878,1917,TRUE,86771,TRUE,TRUE,GUNSTON,FAIRFAX,VA,1467612,School,Gunston Elementary School,Fairfax,38.68495,-77.20956,44,1,38.68495,-77.20956,1871-1920,1871-1920
HIGHLAND,HIGHLAND,MD,HOWARD,Howard,1878,NA,TRUE,88875,TRUE,TRUE,HIGHLAND,HOWARD,MD,1708829,Post Office,Highland Post Office,Howard,39.18167,-76.96164,153,1,39.18167,-76.96164,1871-1920,for business
LAKELAND,LAKELAND,WI,BARRON,Barron,1878,1881,TRUE,93555,TRUE,TRUE,LAKELAND,BARRON,WI,1583513,Civil,Town of Lakeland,Barron,45.59661,-91.96991,403,1,45.59661,-91.96991,1871-1920,1871-1920
MCGRAWS HILL,MCGRAWS HILL,WV,WYOMING,Wyoming,1878,1880,TRUE,98266,TRUE,TRUE,MCGRAWS MILLS,WYOMING,WV,1543008,Populated Place,McGraws Mills,Wyoming,37.67095,-81.46316,551,0.8333333,37.67095,-81.46316,1871-1920,1871-1920
RIVER SIOUX,RIVER SIOUX,IA,HARRISON,Harrison,1878,1957,TRUE,109791,TRUE,TRUE,RIVER SIOUX,HARRISON,IA,1981996,Post Office,River Sioux Post Office (historical),Harrison,41.80582,-96.0464,317,1,41.80582,-96.0464,1871-1920,1921-2000
SHERIDANS POINT,SHERIDAN(')S POINT,MD,CALVERT,Calvert,1878,1910,FALSE,113126,TRUE,TRUE,SHERIDANS POINT,CALVERT,MD,587327,Cape,Sheridans Point,Calvert,38.46873,-76.64413,0,1,38.46873,-76.64413,1871-1920,1871-1920
SIX LAKES,SIX LAKES,MI,MONTCALM,Montcalrn,1878,NA,FALSE,113703,TRUE,TRUE,SIX LAKES,MONTCALM,MI,2561539,Post Office,Six Lakes Post Office,Montcalm,43.43118,-85.14507,281,1,43.43118,-85.14507,1871-1920,for business
SOLOMONS,SOLOMON(')S,VA,HENRICO,Henrico,1878,1902,TRUE,114211,TRUE,TRUE,SOLOMONS,HENRICO,VA,1500133,Populated Place,Solomons,Henrico,37.63959,-77.45943,60,1,37.63959,-77.45943,1871-1920,1871-1920
THE CAVES,THE CAVES,MD,BALTIMORE,Baltimore,1878,1879,TRUE,117194,TRUE,TRUE,THE LAKES,BALTIMORE,MD,592615,Populated Place,The Lakes,Baltimore,39.46927,-76.6083,144,0.7777778,39.46927,-76.6083,1871-1920,1871-1920
ARROYO,ARROYO,OR,UMATILLA,Umatilla,1878,1880,TRUE,125407,TRUE,TRUE,ARROYO,UMATILLA,OR,1164188,Post Office,Arroyo Post Office (historical),Umatilla,45.77485,-118.6269,482,1,45.77485,-118.6269,1871-1920,1871-1920
BELLEFONT,BELLEFONT,KS,FORD,Ford,1878,1957,TRUE,126704,TRUE,TRUE,BELLEFONT,FORD,KS,473745,Populated Place,Bellefont,Ford,37.87252,-99.6579,718,1,37.87252,-99.6579,1871-1920,1921-2000
BRENTWOOD,BRENTWOOD,CA,CONTRA COSTA,Contra Costa,1878,NA,TRUE,128359,TRUE,TRUE,BRENTWOOD,CONTRA COSTA,CA,1701742,Post Office,Brentwood Post Office,Contra Costa,37.93463,-121.6893,21,1,37.93463,-121.6893,1871-1920,for business
ENTERPRISE,ENTERPRISE,CA,BUTTE,Butte,1878,1926,FALSE,136078,TRUE,TRUE,ENTERPRISE,BUTTE,CA,1666778,Populated Place,Enterprise (historical),Butte,39.53628,-121.3641,275,1,39.53628,-121.3641,1871-1920,1921-2000
HAVENSVILLE,HAVENSVILLE,KS,POTTAWATOMIE,Pottawat.,1878,NA,TRUE,140783,TRUE,TRUE,HAVENSVILLE,POTTAWATOMIE,KS,473442,Populated Place,Havensville,Pottawatomie,39.51111,-96.07805,366,1,39.51111,-96.07805,1871-1920,for business
LEWIS,LEWIS,NV,LANDER,Lander,1878,1901,TRUE,145853,TRUE,TRUE,LEWIS,LANDER,NV,864426,Post Office,Lewis Post Office,Lander,40.46019,-116.8815,1677,1,40.46019,-116.8815,1871-1920,1871-1920
MODINA,MODINA,SD,BROOKINGS,Brookings,1878,1879,TRUE,149301,TRUE,TRUE,MODINA,BROOKINGS,SD,2712005,Post Office,Modina Post Office,Brookings,44.32223,-96.92801,498,1,44.32223,-96.92801,1871-1920,1871-1920
ONEIDA,ONEIDA,ID,BANNOCK,Bannock,1878,1912,TRUE,151950,TRUE,TRUE,ONEIDA,BANNOCK,ID,397389,Populated Place,Oneida,Bannock,42.55992,-112.1714,1446,1,42.55992,-112.1714,1871-1920,1871-1920
PINE RIVER,PINE RIVER,CO,LA PLATA,La Plata,1878,1895,TRUE,153754,TRUE,TRUE,PINE RIVER,LA PLATA,CO,1734985,Mine,Pine River Mine,La Plata,37.30417,-107.6092,2190,NA,37.30417,-107.6092,1871-1920,1871-1920
RYAN,RYAN,KS,RUSH,Rush,1878,1908,TRUE,157070,TRUE,TRUE,RYAN,RUSH,KS,482552,Locale,Ryan (historical),Rush,38.35835,-99.0876,619,1,38.35835,-99.0876,1871-1920,1871-1920
THOMPSON,THOMPSON,MT,MEAGHER,Meagher,1878,1878,TRUE,161606,TRUE,TRUE,THOMPSON,MEAGHER,MT,1762719,Post Office,Thompson Post Office (historical),Meagher,46.54716,-111.1827,1768,1,46.54716,-111.1827,1871-1920,1871-1920
VALENCIA,VALENCIA,KS,SHAWNEE,Shawnee,1878,1933,TRUE,162935,TRUE,TRUE,VALENCIA,SHAWNEE,KS,484864,Populated Place,Valencia,Shawnee,39.07861,-95.87638,275,1,39.07861,-95.87638,1871-1920,1921-2000
ALLSUP,ALLSUP,AL,CALHOUN,Calhoun,1879,1903,FALSE,866,TRUE,TRUE,ALLSUP,CALHOUN,AL,159062,Populated Place,Allsup,Calhoun,33.9412118,-85.7163532,209,1,33.9412118,-85.7163532,1871-1920,1871-1920
BURNS MILL,BURNS MILL,TN,ROANE,Roane,1879,1904,TRUE,7933,TRUE,TRUE,BURNS MILL,ROANE,TN,1316368,Locale,Burns Mill (historical),Roane,35.9225773,-84.3277022,249,1,35.9225773,-84.3277022,1871-1920,1871-1920
CATES CROSS ROADS,CATES CROSS ROADS,TN,SEVIER,Sevier,1879,1903,TRUE,9402,TRUE,TRUE,CATES CROSS ROADS,SEVIER,TN,1312980,Populated Place,Cates Cross Roads,Sevier,35.9909217,-83.5860054,287,1,35.9909217,-83.5860054,1871-1920,1871-1920
MAPLE CANE,MAPLE CANE,SC,COLLETON,Colleton,1879,1895,TRUE,35173,TRUE,TRUE,MAPLE CANE,COLLETON,SC,1224300,School,Maple Cane School,Colleton,33.0307229,-80.5356562,30,1,33.0307229,-80.5356562,1871-1920,1871-1920
MONETTE'S FERRY,MONETTE'S FERRY,LA,NATCHITOCHES,Natchitoches,1879,1879,TRUE,38029,TRUE,TRUE,MONETTES FERRY,NATCHITOCHES,LA,555350,Locale,Monettes Ferry,Natchitoches,31.492117,-92.8340434,31,1,31.492117,-92.8340434,1871-1920,1871-1920
NORTH BEND,NORTH BEND,MS,NESHOBA,Neshoba,1879,1907,TRUE,41013,TRUE,TRUE,NORTH BEND,NESHOBA,MS,707218,Populated Place,North Bend,Neshoba,32.8681867,-88.9931138,142,1,32.8681867,-88.9931138,1871-1920,1871-1920
ROLFE,ROLFE,PA,ELK,Elk,1879,1911,TRUE,49471,TRUE,TRUE,ROLFE,ELK,PA,1210294,Populated Place,Rolfe,Elk,41.4975616,-78.6886376,450,1,41.4975616,-78.6886376,1871-1920,1871-1920
ROUND TOP,ROUND TOP,NY,GREENE,Greene,1879,NA,FALSE,49863,TRUE,TRUE,ROUND TOP,GREENE,NY,2618098,Post Office,Round Top Post Office,Greene,42.2692106,-74.0272372,184,1,42.2692106,-74.0272372,1871-1920,for business
SIKES FERRY,SIKES FERRY,LA,WEBSTER,Webster,1879,1898,TRUE,52771,TRUE,TRUE,SIKES FERRY,WEBSTER,LA,556195,Locale,Sikes Ferry,Webster,32.9220839,-93.3723929,62,1,32.9220839,-93.3723929,1871-1920,1871-1920
BARNES MILLS,BARNES MILLS,WV,HAMPSHIRE,Hampshire,1879,1911,TRUE,67194,TRUE,TRUE,BARNES MILLS,HAMPSHIRE,WV,1549579,Populated Place,Barnes Mills,Hampshire,39.3512096,-78.6364027,283,1,39.3512096,-78.6364027,1871-1920,1871-1920
BRUSHY MOUNTAIN,BRUSHY MOUNTAIN,NC,WILKES,Wilkes,1879,1907,TRUE,71252,TRUE,TRUE,BRUSHY MOUNTAIN,WILKES,NC,1020434,Populated Place,Brushy Mountain,Wilkes,36.0498546,-81.0784135,422,1,36.0498546,-81.0784135,1871-1920,1871-1920
CHERRY GROVE,CHERRY GROVE,MI,WEXFORD,Wexford,1879,1879,TRUE,73993,TRUE,TRUE,CHERRY GROVE,WEXFORD,MI,623157,Cemetery,Cherry Grove Cemetery,Wexford,44.19361,-85.52255,387,1,44.19361,-85.52255,1871-1920,1871-1920
CLEAR FORK,CLEAR FORK,KY,BELL,Bell,1879,1913,FALSE,74685,TRUE,TRUE,CLEAR FORK,BELL,KY,489630,Church,Clear Fork Church,Bell,36.66036,-83.66158,324,NA,36.66036,-83.66158,1871-1920,1871-1920
CLOTHO,CLOTHO,MN,TODD,Todd,1879,1908,FALSE,74951,TRUE,TRUE,CLOTHO,TODD,MN,2068976,Post Office,Clotho Post Office (historical),Todd,46.01972,-95.0425,407,1,46.01972,-95.0425,1871-1920,1871-1920
EAGLE CITY,EAGLE CITY,OH,CLARK,Clark,1879,1901,TRUE,79705,TRUE,TRUE,EAGLE CITY,CLARK,OH,1966407,Post Office,Eagle City Post Office (historical),Clark,39.97645,-83.83465,281,1,39.97645,-83.83465,1871-1920,1871-1920
HALIFAX,HALIFAX,KY,ALLEN,Allen,1879,1907,TRUE,87008,TRUE,TRUE,HALIFAX,ALLEN,KY,508161,Populated Place,Halifax,Allen,36.82838,-86.24221,221,1,36.82838,-86.24221,1871-1920,1871-1920
HAYES,HAYES,WI,OCONTO,Oconto,1879,1905,TRUE,88061,TRUE,TRUE,HAYES,OCONTO,WI,1579414,Populated Place,Hayes,Oconto,44.99971,-88.42288,261,1,44.99971,-88.42288,1871-1920,1871-1920
LESTER,LESTER,MI,BRANCH,Branch,1879,1903,TRUE,94637,TRUE,TRUE,LESTER,BRANCH,MI,2435371,Post Office,Lester Post Office (historical),Branch,41.83111,-84.93167,305,1,41.83111,-84.93167,1871-1920,1871-1920
ORGAINSVILLE,ORGAINSVILLE,VA,MECKLENBURG,Mecklenburg,1879,1907,TRUE,104236,TRUE,TRUE,ORGAINSVILLE,MECKLENBURG,VA,1477596,Populated Place,Orgainsville,Mecklenburg,36.71764,-78.58472,133,1,36.71764,-78.58472,1871-1920,1871-1920
RANDOLPH,RANDOLPH,IA,FREMONT,Fremont,1879,NA,TRUE,108475,TRUE,TRUE,RANDOLPH,FREMONT,IA,1949833,Post Office,Randolph Post Office,Fremont,40.87288,-95.56585,298,1,40.87288,-95.56585,1871-1920,for business
RIDGEWAY,RIDGEWAY,IN,HOWARD,Howard,1879,1902,TRUE,109563,TRUE,TRUE,RIDGEWAY,HOWARD,IN,442001,Populated Place,Ridgeway,Howard,40.4892,-86.29555,244,1,40.4892,-86.29555,1871-1920,1871-1920
SEAT PLEASANT,SEAT PLEASANT,MD,PRINCE GEORGE'S,Prince Georges,1879,1918,FALSE,112463,TRUE,TRUE,SEAT PLEASANT,PRINCE GEORGE'S,MD,598069,Populated Place,Seat Pleasant,Prince George's,38.89622,-76.90664,34,1,38.89622,-76.90664,1871-1920,1871-1920
TROUT VALLEY,TROUT VALLEY,WV,GREENBRIER,Greenbrier,1879,1894,FALSE,118173,TRUE,TRUE,TROUT VALLEY,GREENBRIER,WV,1553262,Populated Place,Trout Valley,Greenbrier,38.01679,-80.46786,690,1,38.01679,-80.46786,1871-1920,1871-1920
CADDO MILLS,CADDO MILLS,TX,HUNT,Hunt,1879,NA,TRUE,129320,TRUE,TRUE,CADDO MILLS,HUNT,TX,2731582,Post Office,Caddo Mills Post Office,Hunt,33.06309,-96.23055,158,1,33.06309,-96.23055,1871-1920,for business
IOWA,IOWA,KS,NESS,Ness,1879,1881,TRUE,142812,TRUE,TRUE,IOWA,NESS,KS,475581,Populated Place,Iowa,Ness,38.45279,-99.90651,686,1,38.45279,-99.90651,1871-1920,1871-1920
